item.u,item.v,item.t,item.T
250,210,2013-01-05 00:21:55,Communication
250,210,2013-01-05 00:35:24,Communication
250,210,2013-01-05 00:38:58,Communication
149,113,2013-01-05 02:01:24,AE
177,22,2013-01-05 02:54:00,Communication
103,268,2013-01-05 04:10:07,Communication
131,248,2013-01-05 04:43:30,Communication
131,248,2013-01-05 04:45:26,Communication
89,175,2013-01-05 05:27:50,Communication
266,268,2013-01-05 06:27:13,Communication
216,268,2013-01-05 06:31:50,Communication
141,268,2013-01-05 07:29:50,Communication
141,0,2013-01-05 07:30:01,Communication
249,268,2013-01-05 10:17:53,Communication
185,41,2013-01-05 10:57:52,AE
3,268,2013-01-05 16:11:45,Communication
15,238,2013-01-05 18:14:35,AE
216,40,2013-01-06 02:07:33,Communication
159,0,2013-01-06 03:10:47,Communication
103,268,2013-01-06 03:34:47,Communication
103,268,2013-01-06 03:49:32,Communication
74,6,2013-01-06 03:54:06,Communication
190,268,2013-01-06 04:01:15,Communication
74,6,2013-01-06 04:30:01,Communication
74,6,2013-01-06 05:41:14,Communication
74,6,2013-01-06 08:04:44,Communication
163,176,2013-01-06 08:46:24,Communication
7,12,2013-01-06 08:55:37,Communication
7,12,2013-01-06 09:00:43,Communication
74,6,2013-01-06 09:34:16,Communication
74,6,2013-01-06 10:08:54,Communication
89,176,2013-01-06 10:25:39,AE
74,6,2013-01-06 10:41:04,Communication
7,12,2013-01-06 10:41:23,Communication
74,6,2013-01-06 10:53:12,Communication
7,12,2013-01-06 11:08:21,Communication
7,12,2013-01-06 11:09:31,Communication
7,12,2013-01-06 11:41:11,Communication
222,176,2013-01-06 11:49:24,Communication
222,248,2013-01-06 12:38:13,Communication
222,248,2013-01-06 12:40:10,Communication
7,12,2013-01-06 13:03:55,Communication
74,6,2013-01-06 14:31:10,Communication
7,12,2013-01-06 14:35:58,Communication
7,12,2013-01-06 14:44:55,Communication
7,12,2013-01-06 14:51:59,Communication
7,12,2013-01-06 15:00:02,Communication
7,12,2013-01-06 15:02:35,Communication
7,12,2013-01-06 15:03:04,Communication
7,12,2013-01-06 15:14:54,Communication
7,12,2013-01-06 15:28:49,Communication
7,12,2013-01-06 16:00:39,Communication
7,12,2013-01-06 16:48:11,Communication
7,12,2013-01-06 17:10:22,Communication
192,268,2013-01-06 22:52:05,Communication
163,115,2013-01-06 23:18:37,Communication
163,115,2013-01-06 23:23:29,AE
17,138,2013-01-06 23:39:04,Communication
7,12,2013-01-07 04:16:24,Communication
74,6,2013-01-07 04:20:48,Communication
74,6,2013-01-07 04:32:15,Communication
74,6,2013-01-07 04:48:01,Communication
74,6,2013-01-07 04:50:10,Communication
74,6,2013-01-07 05:10:57,Communication
211,17,2013-01-07 05:40:45,Communication
74,6,2013-01-07 06:01:31,Communication
74,6,2013-01-07 06:16:18,Communication
183,176,2013-01-07 06:41:39,Communication
74,6,2013-01-07 06:44:50,Communication
74,6,2013-01-07 07:15:54,Communication
7,12,2013-01-07 11:41:55,Communication
7,12,2013-01-07 14:41:39,Communication
141,52,2013-01-07 17:04:17,AE
248,176,2013-01-07 18:02:51,Communication
248,176,2013-01-07 18:03:53,Communication
248,176,2013-01-07 18:49:20,Communication
248,176,2013-01-07 18:49:47,Communication
248,176,2013-01-07 18:49:47,Communication
248,176,2013-01-07 20:47:12,Communication
136,94,2013-01-07 21:32:18,Communication
182,176,2013-01-07 22:36:21,Communication
10,248,2013-01-07 23:29:06,Communication
182,176,2013-01-08 01:10:07,Communication
74,6,2013-01-08 03:53:14,Communication
74,6,2013-01-08 04:07:40,Communication
74,6,2013-01-08 04:28:22,Communication
74,6,2013-01-08 06:55:44,Communication
163,146,2013-01-08 07:00:21,Communication
163,146,2013-01-08 07:00:25,AE
113,176,2013-01-08 08:45:05,Communication
268,18,2013-01-08 09:35:28,Communication
132,176,2013-01-08 11:24:39,Communication
89,176,2013-01-08 12:32:57,Communication
249,268,2013-01-08 13:53:02,Communication
249,268,2013-01-08 13:53:13,Communication
249,248,2013-01-08 13:54:52,Communication
74,6,2013-01-08 15:06:05,Communication
272,65,2013-01-08 17:52:40,Communication
140,268,2013-01-08 18:26:06,Communication
56,248,2013-01-08 20:38:58,Communication
178,257,2013-01-08 21:48:50,Communication
178,56,2013-01-08 21:49:56,Communication
42,266,2013-01-08 22:15:27,Communication
133,268,2013-01-08 23:55:23,Communication
133,268,2013-01-09 00:02:07,Communication
191,248,2013-01-09 00:47:47,Communication
127,268,2013-01-09 01:25:54,Communication
196,40,2013-01-09 02:05:50,Communication
141,268,2013-01-09 02:37:02,Communication
141,268,2013-01-09 02:38:26,Communication
141,268,2013-01-09 02:39:24,Communication
64,22,2013-01-09 03:51:54,Communication
61,41,2013-01-09 04:05:47,Communication
257,113,2013-01-09 04:47:43,Communication
103,268,2013-01-09 05:12:10,Communication
143,258,2013-01-09 06:12:02,Communication
143,258,2013-01-09 06:13:09,Communication
234,248,2013-01-09 07:05:20,Communication
74,6,2013-01-09 07:07:12,Communication
247,41,2013-01-09 08:15:49,Communication
74,6,2013-01-09 08:25:08,Communication
74,6,2013-01-09 09:44:48,Communication
190,268,2013-01-09 10:06:59,AE
191,268,2013-01-09 10:13:23,Communication
192,268,2013-01-09 10:52:14,Communication
74,6,2013-01-09 10:59:27,Communication
164,262,2013-01-09 12:38:59,Communication
7,12,2013-01-09 13:09:45,Communication
57,268,2013-01-09 13:59:53,Communication
164,262,2013-01-09 14:32:00,Communication
149,268,2013-01-09 16:10:31,Communication
211,17,2013-01-09 17:28:26,AE
211,247,2013-01-09 17:28:27,AE
243,248,2013-01-09 19:11:32,Communication
149,113,2013-01-09 19:41:59,Communication
149,113,2013-01-09 19:43:14,Communication
149,243,2013-01-09 21:09:57,Communication
63,268,2013-01-09 23:31:03,AE
29,266,2013-01-10 00:20:00,Communication
113,149,2013-01-10 01:25:06,AE
136,248,2013-01-10 03:26:49,Communication
74,6,2013-01-10 06:42:39,Communication
232,0,2013-01-10 07:24:27,AE
76,268,2013-01-10 08:55:28,Communication
203,268,2013-01-10 09:01:24,Communication
233,176,2013-01-10 09:25:54,Communication
258,268,2013-01-10 09:26:06,Communication
258,268,2013-01-10 09:26:11,Communication
258,268,2013-01-10 10:26:29,Communication
7,12,2013-01-10 10:42:22,Communication
169,268,2013-01-10 10:49:24,Communication
7,12,2013-01-10 11:01:41,Communication
138,268,2013-01-10 11:25:29,Communication
171,268,2013-01-10 11:48:44,AE
53,262,2013-01-10 11:50:58,Communication
144,107,2013-01-10 11:57:52,Communication
144,107,2013-01-10 11:59:55,Communication
25,268,2013-01-10 12:04:00,Communication
25,268,2013-01-10 12:04:50,AE
25,268,2013-01-10 12:05:17,Communication
125,94,2013-01-10 13:26:27,Communication
1,40,2013-01-10 13:36:28,Communication
7,12,2013-01-10 16:17:27,Communication
191,22,2013-01-10 17:01:42,Communication
153,115,2013-01-10 20:25:09,Communication
153,175,2013-01-10 20:26:23,Communication
266,234,2013-01-10 22:49:57,Communication
250,210,2013-01-11 00:48:34,Communication
243,113,2013-01-11 03:07:09,Communication
74,6,2013-01-11 03:20:47,Communication
74,6,2013-01-11 03:34:52,Communication
74,6,2013-01-11 04:17:40,Communication
135,40,2013-01-11 05:38:18,Communication
248,176,2013-01-11 05:58:47,Communication
56,268,2013-01-11 06:08:07,Communication
257,248,2013-01-11 06:24:07,Communication
234,176,2013-01-11 06:45:22,Communication
7,12,2013-01-11 08:04:28,Communication
138,268,2013-01-11 08:53:17,Communication
143,268,2013-01-11 09:52:52,Communication
138,268,2013-01-11 10:29:15,Communication
143,268,2013-01-11 10:33:50,Communication
138,268,2013-01-11 12:06:27,Communication
143,268,2013-01-11 12:07:23,Communication
191,266,2013-01-11 12:48:24,Communication
22,136,2013-01-11 13:35:58,Communication
7,12,2013-01-11 14:00:08,Communication
56,248,2013-01-11 19:43:47,Communication
67,248,2013-01-11 20:36:19,Communication
219,22,2013-01-11 22:26:53,Communication
103,268,2013-01-11 23:18:34,Communication
29,266,2013-01-11 23:41:47,Communication
29,266,2013-01-11 23:55:58,Communication
42,268,2013-01-12 02:40:24,Communication
155,268,2013-01-12 02:56:47,Communication
234,248,2013-01-12 03:03:41,Communication
29,266,2013-01-12 03:26:52,Communication
42,268,2013-01-12 05:21:19,Communication
155,268,2013-01-12 06:05:27,Communication
18,268,2013-01-12 07:35:26,Communication
74,6,2013-01-12 08:00:19,Communication
156,176,2013-01-12 08:13:26,Communication
156,176,2013-01-12 08:13:27,Communication
156,176,2013-01-12 08:13:29,Communication
138,268,2013-01-12 08:44:44,Communication
143,268,2013-01-12 09:17:27,Communication
138,268,2013-01-12 09:27:19,Communication
74,6,2013-01-12 09:33:18,Communication
195,176,2013-01-12 10:03:40,Communication
195,268,2013-01-12 10:15:40,Communication
6,74,2013-01-12 11:50:48,Communication
29,266,2013-01-12 13:20:55,Communication
190,175,2013-01-12 13:33:36,Communication
17,268,2013-01-12 15:49:35,Communication
135,248,2013-01-12 15:50:37,Communication
74,6,2013-01-12 15:52:05,Communication
29,266,2013-01-12 16:30:02,Communication
215,176,2013-01-12 16:37:04,Communication
215,176,2013-01-12 16:37:14,Communication
215,176,2013-01-12 16:37:36,Communication
215,176,2013-01-12 16:37:48,Communication
215,176,2013-01-12 16:38:25,Communication
138,268,2013-01-12 20:12:40,Communication
138,268,2013-01-12 20:56:29,Communication
49,268,2013-01-12 22:02:30,AE
215,248,2013-01-12 22:23:12,Communication
215,149,2013-01-12 22:27:46,Communication
195,268,2013-01-12 23:09:15,Communication
195,268,2013-01-12 23:11:14,Communication
195,268,2013-01-12 23:12:00,Communication
195,268,2013-01-12 23:13:59,Communication
195,268,2013-01-12 23:15:37,Communication
103,268,2013-01-13 01:30:25,Communication
42,201,2013-01-13 04:27:52,Communication
18,268,2013-01-13 08:59:24,Communication
67,189,2013-01-13 09:41:17,Communication
143,140,2013-01-13 09:44:24,AE
138,268,2013-01-13 09:47:00,Communication
141,266,2013-01-13 09:58:19,Communication
141,266,2013-01-13 09:58:29,Communication
7,12,2013-01-13 12:32:12,Communication
234,176,2013-01-13 14:31:28,Communication
234,176,2013-01-13 15:50:20,Communication
74,248,2013-01-13 16:40:33,Communication
73,268,2013-01-13 17:27:48,AE
18,268,2013-01-13 17:42:36,Communication
7,12,2013-01-13 17:44:05,Communication
250,210,2013-01-13 19:01:36,Communication
138,268,2013-01-13 19:47:59,Communication
149,268,2013-01-13 20:05:49,Communication
249,268,2013-01-13 20:52:38,Communication
218,248,2013-01-13 21:21:33,Communication
238,143,2013-01-13 22:01:05,Communication
10,175,2013-01-13 22:11:52,AE
149,268,2013-01-13 23:11:35,Communication
238,143,2013-01-13 23:28:40,Communication
149,268,2013-01-13 23:30:15,Communication
149,268,2013-01-13 23:46:38,Communication
149,268,2013-01-14 00:35:16,Communication
234,176,2013-01-14 00:52:21,Communication
149,268,2013-01-14 05:50:59,Communication
7,12,2013-01-14 06:02:06,Communication
143,248,2013-01-14 06:47:51,AE
7,12,2013-01-14 07:21:56,Communication
133,268,2013-01-14 08:31:25,Communication
140,268,2013-01-14 08:57:29,Communication
140,268,2013-01-14 09:06:44,Communication
18,268,2013-01-14 09:46:47,Communication
74,6,2013-01-14 09:53:42,Communication
74,6,2013-01-14 10:34:47,Communication
185,268,2013-01-14 10:43:37,Communication
74,6,2013-01-14 10:45:00,Communication
74,6,2013-01-14 10:48:48,Communication
74,6,2013-01-14 11:27:30,Communication
88,268,2013-01-14 11:36:07,Communication
266,29,2013-01-14 12:18:04,AE
74,6,2013-01-14 14:59:18,Communication
74,6,2013-01-14 16:00:45,Communication
149,268,2013-01-14 16:54:43,Communication
220,248,2013-01-14 20:42:47,Communication
257,268,2013-01-14 20:43:36,Communication
220,248,2013-01-14 20:53:18,Communication
255,266,2013-01-14 21:27:45,Communication
249,268,2013-01-14 21:56:35,Communication
248,176,2013-01-14 22:13:44,Communication
248,176,2013-01-14 22:16:44,Communication
17,257,2013-01-15 00:04:31,Communication
149,176,2013-01-15 00:05:48,Communication
141,29,2013-01-15 01:46:13,AE
93,18,2013-01-15 01:53:36,Communication
238,18,2013-01-15 04:36:59,Communication
182,248,2013-01-15 04:55:01,AE
182,176,2013-01-15 04:55:18,AE
74,6,2013-01-15 05:09:23,Communication
18,93,2013-01-15 05:34:53,Communication
74,6,2013-01-15 05:58:28,Communication
74,6,2013-01-15 06:03:04,Communication
176,234,2013-01-15 07:10:44,Communication
29,176,2013-01-15 08:18:16,Communication
74,6,2013-01-15 08:44:38,Communication
165,31,2013-01-15 09:00:44,Communication
74,6,2013-01-15 09:06:08,Communication
170,31,2013-01-15 09:13:02,Communication
141,176,2013-01-15 09:13:05,Communication
141,176,2013-01-15 09:13:25,AE
141,176,2013-01-15 09:14:24,Communication
270,31,2013-01-15 09:25:33,Communication
74,6,2013-01-15 10:48:50,Communication
18,268,2013-01-15 11:23:38,Communication
213,268,2013-01-15 12:25:51,Communication
15,31,2013-01-15 13:39:23,Communication
247,257,2013-01-15 15:14:03,Communication
41,268,2013-01-15 15:31:58,Communication
263,176,2013-01-15 15:38:48,Communication
174,31,2013-01-15 15:48:53,Communication
253,259,2013-01-15 16:43:06,Communication
10,31,2013-01-15 18:13:12,Communication
249,268,2013-01-16 01:23:17,Communication
234,176,2013-01-16 01:32:21,Communication
141,31,2013-01-16 03:08:17,Communication
74,6,2013-01-16 03:15:32,Communication
215,182,2013-01-16 03:35:46,Communication
215,182,2013-01-16 03:36:20,Communication
18,268,2013-01-16 05:43:41,Communication
141,182,2013-01-16 06:19:03,AE
234,176,2013-01-16 06:56:51,Communication
234,176,2013-01-16 07:31:54,Communication
234,176,2013-01-16 07:35:35,Communication
89,31,2013-01-16 08:45:16,Communication
238,93,2013-01-16 09:11:12,Communication
238,258,2013-01-16 10:29:59,Communication
213,32,2013-01-16 10:32:52,Communication
213,238,2013-01-16 11:48:35,Communication
213,238,2013-01-16 11:48:39,AE
248,176,2013-01-16 13:16:03,Communication
248,176,2013-01-16 13:17:34,Communication
248,234,2013-01-16 13:40:06,Communication
74,6,2013-01-16 14:41:25,Communication
191,268,2013-01-16 14:53:21,Communication
191,248,2013-01-16 14:58:01,Communication
56,268,2013-01-16 19:21:37,Communication
238,93,2013-01-16 20:39:08,Communication
272,248,2013-01-16 21:06:08,Communication
213,32,2013-01-16 21:51:20,Communication
238,93,2013-01-16 22:35:14,Communication
61,259,2013-01-16 22:42:46,Communication
196,176,2013-01-17 00:06:46,Communication
196,176,2013-01-17 00:06:50,Communication
196,176,2013-01-17 00:06:52,AE
196,176,2013-01-17 00:06:57,Communication
196,176,2013-01-17 00:06:59,Communication
136,94,2013-01-17 00:11:31,Communication
234,248,2013-01-17 01:16:59,Communication
234,176,2013-01-17 01:59:26,Communication
58,283,2013-01-17 02:11:26,Communication
152,268,2013-01-17 02:27:38,Communication
74,6,2013-01-17 03:33:40,Communication
74,6,2013-01-17 04:37:47,Communication
234,248,2013-01-17 06:46:12,Communication
31,175,2013-01-17 07:42:04,Communication
76,268,2013-01-17 08:45:23,Communication
152,268,2013-01-17 09:10:59,Communication
155,268,2013-01-17 09:11:59,Communication
17,268,2013-01-17 09:50:17,Communication
215,248,2013-01-17 13:16:32,Communication
215,268,2013-01-17 13:17:59,Communication
215,268,2013-01-17 13:18:23,Communication
215,234,2013-01-17 13:18:54,Communication
176,234,2013-01-17 13:35:32,Communication
138,31,2013-01-17 13:49:25,Communication
74,6,2013-01-17 14:00:32,Communication
7,12,2013-01-17 14:28:49,Communication
141,234,2013-01-17 15:18:24,Communication
141,157,2013-01-17 15:32:08,Communication
93,94,2013-01-17 15:32:54,Communication
243,149,2013-01-17 16:11:30,AE
105,94,2013-01-17 16:38:00,Communication
269,238,2013-01-17 17:47:09,AE
0,268,2013-01-17 18:17:36,Communication
220,94,2013-01-17 19:21:56,Communication
215,8,2013-01-17 20:35:57,Communication
153,175,2013-01-17 20:38:02,Communication
153,175,2013-01-17 21:01:12,Communication
265,94,2013-01-17 21:11:42,Communication
220,281,2013-01-17 21:24:14,Communication
25,268,2013-01-17 23:59:02,Communication
75,94,2013-01-18 01:39:34,Communication
103,268,2013-01-18 02:29:18,Communication
0,248,2013-01-18 03:30:05,Communication
25,268,2013-01-18 04:04:16,Communication
15,193,2013-01-18 04:15:53,Communication
74,6,2013-01-18 04:58:46,Communication
103,238,2013-01-18 06:10:15,AE
18,94,2013-01-18 06:13:40,AE
18,94,2013-01-18 06:13:49,Communication
74,6,2013-01-18 06:15:30,Communication
56,94,2013-01-18 06:38:54,Communication
243,176,2013-01-18 06:44:15,Communication
243,176,2013-01-18 06:44:25,Communication
74,6,2013-01-18 07:15:17,Communication
247,268,2013-01-18 08:32:39,Communication
131,94,2013-01-18 09:48:31,Communication
243,182,2013-01-18 10:39:19,Communication
108,248,2013-01-18 10:45:37,Communication
74,6,2013-01-18 11:00:06,Communication
234,176,2013-01-18 11:00:33,Communication
243,182,2013-01-18 11:00:54,Communication
243,182,2013-01-18 11:04:20,Communication
215,248,2013-01-18 11:16:03,Communication
234,176,2013-01-18 12:02:03,Communication
74,6,2013-01-18 13:46:38,Communication
100,94,2013-01-18 13:52:05,Communication
7,12,2013-01-18 14:26:27,Communication
224,94,2013-01-18 15:02:25,Communication
224,120,2013-01-18 15:07:01,Communication
52,146,2013-01-18 16:03:24,Communication
52,146,2013-01-18 16:03:25,Communication
52,146,2013-01-18 16:04:26,AE
52,146,2013-01-18 16:14:45,Communication
52,146,2013-01-18 16:18:42,Communication
243,182,2013-01-18 16:23:00,Communication
140,268,2013-01-18 18:35:39,Communication
248,257,2013-01-18 21:57:09,AE
250,210,2013-01-18 22:09:08,Communication
29,266,2013-01-18 22:15:43,Communication
108,268,2013-01-18 22:26:27,Communication
0,149,2013-01-18 23:14:38,Communication
0,149,2013-01-18 23:19:43,AE
274,268,2013-01-18 23:44:43,Communication
275,94,2013-01-19 01:26:45,Communication
234,176,2013-01-19 02:31:08,Communication
228,268,2013-01-19 02:44:39,Communication
228,268,2013-01-19 02:46:03,Communication
228,268,2013-01-19 02:48:50,Communication
228,268,2013-01-19 02:50:57,Communication
228,31,2013-01-19 03:10:50,Communication
74,6,2013-01-19 04:15:41,Communication
265,149,2013-01-19 04:36:54,Communication
56,268,2013-01-19 04:45:41,Communication
234,248,2013-01-19 04:58:29,Communication
18,155,2013-01-19 05:02:59,Communication
266,234,2013-01-19 06:51:18,Communication
265,176,2013-01-19 07:22:18,AE
266,234,2013-01-19 07:23:27,Communication
29,266,2013-01-19 08:57:25,Communication
153,175,2013-01-19 10:42:03,Communication
266,234,2013-01-19 12:10:52,Communication
18,268,2013-01-19 13:27:54,Communication
92,176,2013-01-19 15:09:41,Communication
234,248,2013-01-19 15:41:26,Communication
155,18,2013-01-19 17:24:48,AE
27,93,2013-01-19 18:55:53,AE
272,149,2013-01-19 19:23:28,Communication
257,268,2013-01-19 23:02:28,AE
31,176,2013-01-20 01:23:06,Communication
218,248,2013-01-20 01:36:05,Communication
74,6,2013-01-20 02:56:47,Communication
74,6,2013-01-20 03:37:08,Communication
224,120,2013-01-20 04:47:02,Communication
135,176,2013-01-20 05:09:34,Communication
176,248,2013-01-20 05:34:26,Communication
74,6,2013-01-20 07:07:48,Communication
141,268,2013-01-20 07:43:31,Communication
75,268,2013-01-20 09:03:46,Communication
74,6,2013-01-20 09:11:59,Communication
218,248,2013-01-20 10:15:28,Communication
74,6,2013-01-20 10:43:34,Communication
67,248,2013-01-20 11:02:45,AE
67,248,2013-01-20 11:15:54,Communication
115,234,2013-01-20 11:27:38,Communication
115,234,2013-01-20 11:44:49,Communication
115,234,2013-01-20 11:45:27,Communication
233,176,2013-01-20 12:05:14,Communication
7,12,2013-01-20 12:24:10,Communication
7,12,2013-01-20 15:02:21,Communication
234,176,2013-01-20 15:30:21,Communication
115,234,2013-01-20 15:41:33,Communication
192,176,2013-01-20 16:01:18,Communication
115,176,2013-01-20 16:03:03,Communication
192,176,2013-01-20 16:05:19,Communication
192,176,2013-01-20 16:05:21,Communication
192,176,2013-01-20 16:06:19,Communication
192,176,2013-01-20 16:06:21,Communication
192,176,2013-01-20 16:06:22,Communication
192,268,2013-01-20 16:16:53,Communication
115,176,2013-01-20 16:59:52,Communication
115,176,2013-01-20 17:16:20,Communication
115,176,2013-01-20 17:23:41,Communication
7,12,2013-01-20 18:29:24,Communication
7,12,2013-01-20 19:33:19,Communication
249,266,2013-01-20 22:01:40,Communication
249,266,2013-01-20 22:41:25,AE
67,268,2013-01-20 23:06:52,Communication
249,266,2013-01-21 00:18:18,Communication
155,277,2013-01-21 01:26:19,AE
155,103,2013-01-21 01:28:04,AE
155,0,2013-01-21 01:29:48,AE
29,266,2013-01-21 03:32:23,Communication
272,268,2013-01-21 05:12:35,Communication
131,248,2013-01-21 05:39:40,Communication
266,234,2013-01-21 06:05:23,Communication
266,234,2013-01-21 06:09:55,Communication
234,176,2013-01-21 07:13:18,Communication
234,176,2013-01-21 07:15:14,Communication
7,12,2013-01-21 09:43:26,Communication
17,157,2013-01-21 09:47:13,Communication
153,237,2013-01-21 09:51:12,Communication
163,146,2013-01-21 10:57:22,Communication
234,176,2013-01-21 11:15:36,Communication
99,31,2013-01-21 12:48:40,Communication
176,41,2013-01-21 13:03:27,Communication
176,41,2013-01-21 13:09:12,Communication
176,41,2013-01-21 13:19:34,Communication
176,41,2013-01-21 13:23:37,AE
141,41,2013-01-21 14:15:33,AE
234,41,2013-01-21 15:01:17,Communication
15,248,2013-01-21 16:52:21,Communication
159,248,2013-01-21 16:55:32,Communication
115,234,2013-01-21 17:57:04,Communication
7,12,2013-01-21 18:02:43,Communication
140,268,2013-01-21 20:26:47,Communication
93,18,2013-01-21 20:27:37,Communication
140,268,2013-01-21 20:36:09,Communication
31,99,2013-01-21 21:24:43,Communication
234,176,2013-01-22 01:15:14,Communication
266,176,2013-01-22 01:33:20,Communication
152,238,2013-01-22 01:49:32,AE
176,234,2013-01-22 02:15:00,Communication
152,238,2013-01-22 04:25:45,Communication
266,234,2013-01-22 05:29:49,Communication
76,93,2013-01-22 05:52:03,Communication
108,182,2013-01-22 05:53:12,Communication
131,248,2013-01-22 06:15:42,Communication
108,268,2013-01-22 06:17:34,Communication
176,248,2013-01-22 07:34:25,Communication
215,257,2013-01-22 08:16:02,Communication
233,176,2013-01-22 10:25:56,Communication
148,268,2013-01-22 10:32:43,Communication
277,155,2013-01-22 10:43:34,AE
266,234,2013-01-22 11:38:20,Communication
266,234,2013-01-22 11:46:22,Communication
7,12,2013-01-22 13:14:47,Communication
147,248,2013-01-22 14:58:09,Communication
147,248,2013-01-22 15:28:20,Communication
95,268,2013-01-22 17:10:47,Communication
95,115,2013-01-22 17:10:51,Communication
147,248,2013-01-22 17:36:56,Communication
171,268,2013-01-22 19:51:20,Communication
115,176,2013-01-22 21:22:40,Communication
146,18,2013-01-23 02:11:49,AE
249,248,2013-01-23 02:20:07,Communication
3,19,2013-01-23 04:22:05,AE
140,244,2013-01-23 05:55:01,Communication
148,268,2013-01-23 09:39:06,Communication
257,248,2013-01-23 10:06:23,Communication
7,12,2013-01-23 10:10:21,Communication
76,268,2013-01-23 11:32:16,Communication
139,268,2013-01-23 13:44:16,Communication
52,113,2013-01-23 17:02:50,Communication
224,167,2013-01-23 18:26:56,Communication
215,182,2013-01-23 21:21:57,Communication
215,182,2013-01-23 21:22:27,Communication
215,248,2013-01-23 21:22:49,Communication
257,248,2013-01-23 21:43:32,Communication
257,248,2013-01-23 23:31:56,Communication
238,281,2013-01-24 02:43:40,AE
238,281,2013-01-24 02:46:59,Communication
215,176,2013-01-24 02:47:25,Communication
238,281,2013-01-24 02:48:13,Communication
215,176,2013-01-24 02:51:24,Communication
215,176,2013-01-24 03:15:28,Communication
234,215,2013-01-24 03:20:35,AE
152,281,2013-01-24 03:27:21,Communication
143,0,2013-01-24 05:27:30,Communication
107,149,2013-01-24 05:44:12,Communication
53,31,2013-01-24 06:14:37,Communication
215,281,2013-01-24 06:16:19,Communication
225,248,2013-01-24 06:49:44,Communication
234,182,2013-01-24 07:05:44,AE
166,158,2013-01-24 07:43:50,AE
148,268,2013-01-24 08:03:29,Communication
238,176,2013-01-24 08:29:27,AE
238,113,2013-01-24 08:33:31,AE
176,234,2013-01-24 08:43:27,Communication
228,175,2013-01-24 09:07:41,Communication
228,200,2013-01-24 09:17:08,AE
