item.u,item.v,item.t,item.T
3,6,2008-10-02 22:37:45,Communication
51,6,2008-10-02 22:37:45,Communication
54,6,2008-10-02 22:37:45,Communication
51,6,2008-10-02 22:45:25,Communication
54,6,2008-10-02 22:45:25,Communication
3,6,2008-10-02 22:45:25,Communication
70,29,2008-10-02 22:53:55,Communication
43,45,2008-10-02 23:26:20,Communication
45,43,2008-10-02 23:26:31,Communication
23,57,2008-10-03 00:51:59,Communication
23,57,2008-10-03 00:54:54,Communication
50,66,2008-10-03 01:35:53,Communication
43,11,2008-10-03 02:45:18,Communication
43,11,2008-10-03 02:50:56,Communication
18,17,2008-10-03 03:47:31,Communication
18,21,2008-10-03 06:46:20,Communication
0,60,2008-10-03 10:27:37,Communication
0,60,2008-10-03 11:27:37,Communication
0,60,2008-10-03 12:27:37,Communication
19,29,2008-10-03 12:35:19,Communication
29,19,2008-10-03 12:35:33,Communication
18,21,2008-10-03 13:51:41,Communication
19,29,2008-10-03 14:28:35,Communication
29,19,2008-10-03 14:28:43,Communication
15,30,2008-10-03 17:49:59,Communication
15,30,2008-10-03 18:49:59,Communication
0,60,2008-10-03 19:10:18,Communication
30,15,2008-10-03 19:48:05,Communication
4,44,2008-10-03 20:14:32,Communication
42,33,2008-10-03 20:34:07,Communication
30,15,2008-10-03 20:48:05,Communication
69,63,2008-10-03 21:19:19,Communication
69,63,2008-10-03 21:24:31,Communication
69,63,2008-10-03 21:29:47,Communication
35,41,2008-10-03 21:35:35,Communication
41,35,2008-10-03 21:35:58,Communication
30,15,2008-10-03 21:48:05,Communication
23,57,2008-10-03 22:38:15,Communication
42,50,2008-10-03 23:15:31,Communication
41,65,2008-10-03 23:22:21,Communication
23,57,2008-10-03 23:25:41,Communication
54,6,2008-10-03 23:28:04,Communication
3,6,2008-10-03 23:28:04,Communication
51,6,2008-10-03 23:28:04,Communication
41,8,2008-10-03 23:34:52,Communication
21,31,2008-10-03 23:48:09,Communication
53,31,2008-10-03 23:48:09,Communication
54,8,2008-10-03 23:48:42,Communication
3,8,2008-10-03 23:48:42,Communication
51,8,2008-10-03 23:48:42,Communication
51,8,2008-10-03 23:48:57,Communication
54,8,2008-10-03 23:48:57,Communication
3,8,2008-10-03 23:48:57,Communication
28,67,2008-10-04 00:14:11,Communication
60,0,2008-10-04 00:23:17,Communication
60,0,2008-10-04 00:44:45,Communication
60,0,2008-10-04 00:47:22,Communication
31,53,2008-10-04 00:48:18,Communication
60,0,2008-10-04 00:57:46,Communication
28,67,2008-10-04 01:48:41,Communication
28,76,2008-10-04 01:48:41,Communication
28,67,2008-10-04 01:49:08,Communication
57,23,2008-10-04 02:22:49,Communication
23,57,2008-10-04 02:23:06,Communication
57,23,2008-10-04 02:35:37,Communication
23,57,2008-10-04 02:35:55,Communication
3,8,2008-10-04 03:22:34,Communication
51,8,2008-10-04 03:22:34,Communication
54,8,2008-10-04 03:22:34,Communication
30,10,2008-10-04 03:37:23,Communication
51,6,2008-10-04 04:32:44,Communication
54,6,2008-10-04 04:32:44,Communication
3,6,2008-10-04 04:32:44,Communication
51,8,2008-10-04 04:33:12,Communication
54,8,2008-10-04 04:33:12,Communication
3,8,2008-10-04 04:33:12,Communication
60,0,2008-10-04 04:59:35,Communication
0,60,2008-10-04 04:59:42,Communication
60,0,2008-10-04 08:23:44,Communication
60,0,2008-10-04 09:23:44,Communication
60,0,2008-10-04 10:59:26,Communication
60,0,2008-10-04 11:00:03,Communication
60,0,2008-10-04 11:23:44,Communication
60,0,2008-10-04 11:59:26,Communication
60,0,2008-10-04 12:00:03,Communication
60,0,2008-10-04 12:23:44,Communication
63,43,2008-10-04 12:37:29,Communication
60,0,2008-10-04 12:46:07,Communication
63,43,2008-10-04 12:55:43,Communication
0,60,2008-10-04 13:23:45,Communication
60,0,2008-10-04 13:25:38,Communication
0,60,2008-10-04 13:46:07,Communication
60,0,2008-10-04 13:59:26,Communication
60,0,2008-10-04 14:00:03,Communication
0,60,2008-10-04 14:07:30,Communication
0,60,2008-10-04 14:23:45,Communication
60,0,2008-10-04 14:25:38,Communication
57,23,2008-10-04 14:42:54,Communication
23,57,2008-10-04 14:43:12,Communication
57,23,2008-10-04 14:46:01,Communication
60,0,2008-10-04 14:46:07,Communication
0,60,2008-10-04 14:46:07,Communication
23,57,2008-10-04 14:46:18,Communication
60,0,2008-10-04 14:59:26,Communication
60,0,2008-10-04 15:00:03,Communication
0,60,2008-10-04 15:23:45,Communication
60,0,2008-10-04 15:46:07,Communication
0,60,2008-10-04 15:46:07,Communication
63,43,2008-10-04 16:17:19,Communication
60,0,2008-10-04 16:25:38,Communication
29,19,2008-10-04 16:26:39,Communication
19,29,2008-10-04 16:27:08,Communication
29,19,2008-10-04 16:48:44,Communication
19,29,2008-10-04 16:49:10,Communication
19,29,2008-10-04 17:03:23,Communication
29,19,2008-10-04 17:03:44,Communication
29,19,2008-10-04 17:09:04,Communication
19,29,2008-10-04 17:09:11,Communication
60,0,2008-10-04 17:25:38,Communication
60,0,2008-10-04 17:54:29,Communication
0,60,2008-10-04 17:54:46,Communication
60,0,2008-10-04 18:20:22,Communication
0,60,2008-10-04 18:20:43,Communication
0,60,2008-10-04 18:24:59,Communication
0,60,2008-10-04 19:24:59,Communication
60,0,2008-10-04 19:57:07,Communication
0,60,2008-10-04 19:57:23,Communication
0,60,2008-10-04 20:24:59,Communication
51,8,2008-10-04 20:27:10,Communication
54,8,2008-10-04 20:27:10,Communication
3,8,2008-10-04 20:27:10,Communication
63,43,2008-10-04 20:32:03,Communication
63,43,2008-10-04 20:38:32,Communication
63,43,2008-10-04 20:49:33,Communication
63,43,2008-10-04 20:56:47,Communication
60,0,2008-10-04 20:59:05,Communication
0,60,2008-10-04 20:59:22,Communication
63,43,2008-10-04 21:23:17,Communication
60,0,2008-10-04 21:24:02,Communication
0,60,2008-10-04 21:24:12,Communication
63,43,2008-10-04 21:28:29,Communication
63,43,2008-10-04 21:37:48,Communication
60,0,2008-10-04 21:43:01,Communication
0,60,2008-10-04 21:43:05,Communication
63,43,2008-10-04 22:08:04,Communication
63,43,2008-10-04 22:20:27,Communication
63,43,2008-10-04 22:33:38,Communication
23,57,2008-10-04 23:13:29,Communication
35,67,2008-10-04 23:42:09,Communication
69,63,2008-10-05 00:02:29,Communication
60,0,2008-10-05 00:06:51,Communication
0,60,2008-10-05 00:07:16,Communication
57,23,2008-10-05 00:13:26,Communication
23,57,2008-10-05 00:13:29,Communication
57,23,2008-10-05 00:13:33,Communication
63,43,2008-10-05 00:21:30,Communication
63,43,2008-10-05 00:27:31,Communication
60,0,2008-10-05 00:30:49,Communication
0,60,2008-10-05 00:30:55,Communication
63,43,2008-10-05 00:36:16,Communication
60,0,2008-10-05 00:37:59,Communication
0,60,2008-10-05 00:38:00,Communication
63,43,2008-10-05 00:46:43,Communication
3,20,2008-10-05 00:52:00,Communication
54,20,2008-10-05 00:52:00,Communication
51,20,2008-10-05 00:52:00,Communication
61,73,2008-10-05 01:44:03,Communication
61,73,2008-10-05 03:06:42,Communication
61,73,2008-10-05 03:09:44,Communication
46,73,2008-10-05 03:11:43,Communication
60,0,2008-10-05 03:40:55,Communication
63,43,2008-10-05 03:47:57,Communication
23,57,2008-10-05 03:48:05,Communication
57,23,2008-10-05 03:48:20,Communication
57,23,2008-10-05 03:49:59,Communication
23,57,2008-10-05 03:50:01,Communication
63,43,2008-10-05 03:53:07,Communication
63,43,2008-10-05 03:58:19,Communication
63,43,2008-10-05 04:03:29,Communication
63,43,2008-10-05 04:08:39,Communication
63,43,2008-10-05 04:13:49,Communication
63,43,2008-10-05 04:19:02,Communication
63,43,2008-10-05 04:24:12,Communication
57,23,2008-10-05 04:26:23,Communication
23,57,2008-10-05 04:26:44,Communication
63,43,2008-10-05 04:29:22,Communication
63,43,2008-10-05 04:34:32,Communication
60,0,2008-10-05 04:40:55,Communication
63,43,2008-10-05 04:44:55,Communication
63,43,2008-10-05 04:50:05,Communication
23,57,2008-10-05 04:51:35,Communication
57,23,2008-10-05 04:51:35,Communication
63,43,2008-10-05 04:55:15,Communication
57,23,2008-10-05 04:57:27,Communication
23,57,2008-10-05 04:57:27,Communication
63,43,2008-10-05 05:00:27,Communication
63,43,2008-10-05 05:05:37,Communication
63,43,2008-10-05 05:10:47,Communication
63,43,2008-10-05 05:15:57,Communication
63,43,2008-10-05 05:21:10,Communication
63,43,2008-10-05 05:26:20,Communication
63,43,2008-10-05 05:31:30,Communication
63,43,2008-10-05 05:36:40,Communication
63,43,2008-10-05 05:41:52,Communication
63,43,2008-10-05 05:47:03,Communication
63,43,2008-10-05 05:52:13,Communication
61,73,2008-10-05 06:03:08,Communication
63,43,2008-10-05 06:07:45,Communication
63,43,2008-10-05 06:12:55,Communication
63,43,2008-10-05 06:18:05,Communication
63,43,2008-10-05 06:23:18,Communication
63,43,2008-10-05 06:28:28,Communication
63,43,2008-10-05 06:33:38,Communication
63,43,2008-10-05 06:38:48,Communication
60,0,2008-10-05 06:40:55,Communication
63,43,2008-10-05 06:44:00,Communication
63,43,2008-10-05 06:49:11,Communication
63,43,2008-10-05 06:54:20,Communication
63,43,2008-10-05 06:59:31,Communication
63,43,2008-10-05 07:04:43,Communication
63,43,2008-10-05 07:20:14,Communication
63,43,2008-10-05 07:25:26,Communication
63,43,2008-10-05 07:30:36,Communication
61,73,2008-10-05 07:32:40,Communication
61,73,2008-10-05 07:33:58,Communication
63,43,2008-10-05 07:35:46,Communication
60,0,2008-10-05 07:40:55,Communication
63,43,2008-10-05 07:40:56,Communication
63,43,2008-10-05 07:46:08,Communication
63,43,2008-10-05 07:51:19,Communication
63,43,2008-10-05 07:56:29,Communication
63,43,2008-10-05 08:01:39,Communication
63,43,2008-10-05 08:06:51,Communication
63,43,2008-10-05 08:12:01,Communication
63,43,2008-10-05 08:17:11,Communication
63,43,2008-10-05 08:22:22,Communication
61,73,2008-10-05 08:32:40,Communication
63,43,2008-10-05 08:32:44,Communication
61,73,2008-10-05 08:33:58,Communication
63,43,2008-10-05 08:37:54,Communication
63,43,2008-10-05 08:43:04,Communication
63,43,2008-10-05 08:48:16,Communication
63,43,2008-10-05 08:53:27,Communication
63,43,2008-10-05 08:58:37,Communication
63,43,2008-10-05 09:03:47,Communication
63,43,2008-10-05 09:08:59,Communication
63,43,2008-10-05 09:28:58,Communication
29,19,2008-10-05 09:52:01,Communication
19,29,2008-10-05 09:52:07,Communication
0,60,2008-10-05 11:41:09,Communication
60,0,2008-10-05 11:41:09,Communication
63,43,2008-10-05 12:29:45,Communication
69,63,2008-10-05 12:40:57,Communication
54,6,2008-10-05 12:54:06,Communication
54,6,2008-10-05 12:55:51,Communication
63,43,2008-10-05 12:56:02,Communication
63,43,2008-10-05 13:01:45,Communication
63,43,2008-10-05 13:06:55,Communication
60,0,2008-10-05 13:29:56,Communication
0,60,2008-10-05 13:29:57,Communication
61,73,2008-10-05 13:48:30,Communication
51,6,2008-10-05 13:52:52,Communication
54,6,2008-10-05 13:52:52,Communication
3,6,2008-10-05 13:52:52,Communication
54,6,2008-10-05 13:54:06,Communication
51,6,2008-10-05 13:54:06,Communication
3,6,2008-10-05 13:54:06,Communication
61,73,2008-10-05 13:55:04,Communication
54,6,2008-10-05 13:55:29,Communication
51,6,2008-10-05 13:55:29,Communication
3,6,2008-10-05 13:55:29,Communication
51,6,2008-10-05 13:55:51,Communication
3,6,2008-10-05 13:55:51,Communication
54,6,2008-10-05 13:55:51,Communication
54,6,2008-10-05 13:57:20,Communication
51,6,2008-10-05 13:57:20,Communication
3,6,2008-10-05 13:57:20,Communication
61,73,2008-10-05 13:58:21,Communication
54,6,2008-10-05 15:30:58,Communication
3,6,2008-10-05 15:30:58,Communication
51,6,2008-10-05 15:30:58,Communication
19,37,2008-10-05 16:09:43,Communication
19,37,2008-10-05 16:14:58,Communication
30,57,2008-10-05 17:36:47,Communication
51,6,2008-10-05 17:51:48,Communication
54,6,2008-10-05 17:51:48,Communication
3,6,2008-10-05 17:51:48,Communication
30,57,2008-10-05 18:36:47,Communication
46,73,2008-10-05 19:16:40,Communication
30,57,2008-10-05 19:36:47,Communication
57,30,2008-10-05 19:36:48,Communication
0,60,2008-10-05 20:41:31,Communication
0,60,2008-10-05 21:05:36,Communication
60,0,2008-10-05 21:05:37,Communication
51,6,2008-10-05 21:54:13,Communication
54,6,2008-10-05 21:54:13,Communication
3,6,2008-10-05 21:54:13,Communication
4,44,2008-10-05 23:05:16,Communication
54,6,2008-10-05 23:06:02,Communication
3,6,2008-10-05 23:06:02,Communication
51,6,2008-10-05 23:06:02,Communication
57,30,2008-10-05 23:54:13,Communication
30,57,2008-10-05 23:54:32,Communication
57,30,2008-10-05 23:55:25,Communication
57,30,2008-10-05 23:56:12,Communication
45,70,2008-10-06 00:59:40,Communication
45,43,2008-10-06 01:00:42,Communication
43,45,2008-10-06 01:01:00,Communication
45,22,2008-10-06 01:01:50,Communication
22,45,2008-10-06 01:02:00,Communication
45,19,2008-10-06 01:03:23,Communication
63,43,2008-10-06 01:59:35,Communication
63,43,2008-10-06 02:04:47,Communication
63,43,2008-10-06 02:20:18,Communication
50,66,2008-10-06 02:22:20,Communication
63,43,2008-10-06 02:25:30,Communication
63,43,2008-10-06 02:30:40,Communication
63,43,2008-10-06 02:35:50,Communication
63,43,2008-10-06 02:41:01,Communication
63,43,2008-10-06 02:46:13,Communication
63,43,2008-10-06 02:51:23,Communication
63,43,2008-10-06 02:56:33,Communication
63,43,2008-10-06 03:01:43,Communication
63,43,2008-10-06 03:06:56,Communication
50,54,2008-10-06 03:10:25,Communication
63,43,2008-10-06 03:12:06,Communication
61,64,2008-10-06 03:15:00,Communication
63,43,2008-10-06 03:17:16,Communication
63,43,2008-10-06 03:22:26,Communication
61,64,2008-10-06 03:25:23,Communication
63,43,2008-10-06 03:27:38,Communication
61,64,2008-10-06 03:30:33,Communication
63,43,2008-10-06 03:32:48,Communication
61,64,2008-10-06 03:40:55,Communication
63,43,2008-10-06 03:43:09,Communication
61,64,2008-10-06 03:46:06,Communication
63,43,2008-10-06 03:48:21,Communication
28,67,2008-10-06 03:52:14,Communication
63,43,2008-10-06 03:53:31,Communication
61,64,2008-10-06 03:56:26,Communication
63,43,2008-10-06 03:58:41,Communication
61,64,2008-10-06 04:01:38,Communication
63,43,2008-10-06 04:03:51,Communication
61,64,2008-10-06 04:06:48,Communication
63,43,2008-10-06 04:09:04,Communication
61,64,2008-10-06 04:11:58,Communication
63,43,2008-10-06 04:14:14,Communication
61,64,2008-10-06 04:17:09,Communication
63,43,2008-10-06 04:19:24,Communication
61,64,2008-10-06 04:22:21,Communication
63,43,2008-10-06 04:24:34,Communication
61,64,2008-10-06 04:27:31,Communication
63,43,2008-10-06 04:29:46,Communication
61,64,2008-10-06 04:32:41,Communication
63,43,2008-10-06 04:34:57,Communication
61,64,2008-10-06 04:37:51,Communication
63,43,2008-10-06 04:40:07,Communication
61,64,2008-10-06 04:43:04,Communication
63,43,2008-10-06 04:45:17,Communication
61,64,2008-10-06 04:48:14,Communication
63,43,2008-10-06 04:50:29,Communication
61,64,2008-10-06 04:53:24,Communication
61,64,2008-10-06 04:58:34,Communication
63,43,2008-10-06 05:00:49,Communication
61,64,2008-10-06 05:03:46,Communication
63,43,2008-10-06 05:06:00,Communication
61,64,2008-10-06 05:08:57,Communication
63,43,2008-10-06 05:11:12,Communication
61,64,2008-10-06 05:14:07,Communication
63,43,2008-10-06 05:16:22,Communication
61,64,2008-10-06 05:19:17,Communication
61,64,2008-10-06 05:24:29,Communication
63,43,2008-10-06 05:26:42,Communication
61,64,2008-10-06 05:29:39,Communication
63,43,2008-10-06 05:31:55,Communication
63,43,2008-10-06 05:37:05,Communication
61,64,2008-10-06 05:40:00,Communication
61,64,2008-10-06 05:45:12,Communication
63,43,2008-10-06 05:47:25,Communication
61,64,2008-10-06 05:50:22,Communication
63,43,2008-10-06 05:52:37,Communication
61,64,2008-10-06 05:55:32,Communication
61,64,2008-10-06 06:00:42,Communication
63,43,2008-10-06 06:02:58,Communication
61,64,2008-10-06 06:05:55,Communication
61,64,2008-10-06 06:11:05,Communication
63,43,2008-10-06 06:13:20,Communication
61,64,2008-10-06 06:16:15,Communication
61,64,2008-10-06 06:21:25,Communication
61,64,2008-10-06 06:26:37,Communication
63,43,2008-10-06 06:28:50,Communication
61,64,2008-10-06 06:31:48,Communication
63,43,2008-10-06 06:34:03,Communication
61,64,2008-10-06 06:36:58,Communication
63,43,2008-10-06 06:39:13,Communication
61,64,2008-10-06 06:42:08,Communication
61,64,2008-10-06 06:47:20,Communication
63,43,2008-10-06 06:49:33,Communication
61,64,2008-10-06 06:52:30,Communication
61,64,2008-10-06 06:57:40,Communication
61,64,2008-10-06 07:02:51,Communication
61,64,2008-10-06 07:08:03,Communication
63,43,2008-10-06 07:10:16,Communication
61,64,2008-10-06 07:13:13,Communication
63,43,2008-10-06 07:15:28,Communication
61,64,2008-10-06 07:18:23,Communication
63,43,2008-10-06 07:20:38,Communication
61,64,2008-10-06 07:23:33,Communication
61,64,2008-10-06 07:28:46,Communication
63,43,2008-10-06 07:30:58,Communication
61,64,2008-10-06 07:33:56,Communication
61,64,2008-10-06 07:39:06,Communication
61,64,2008-10-06 07:44:16,Communication
63,43,2008-10-06 07:46:31,Communication
61,64,2008-10-06 07:49:28,Communication
61,64,2008-10-06 07:54:39,Communication
61,64,2008-10-06 07:59:49,Communication
61,64,2008-10-06 08:04:59,Communication
63,43,2008-10-06 08:07:14,Communication
61,64,2008-10-06 08:10:11,Communication
61,64,2008-10-06 08:15:22,Communication
61,64,2008-10-06 08:20:32,Communication
63,43,2008-10-06 08:22:46,Communication
61,64,2008-10-06 08:25:42,Communication
61,64,2008-10-06 08:30:54,Communication
63,43,2008-10-06 08:33:07,Communication
61,64,2008-10-06 08:36:04,Communication
61,64,2008-10-06 08:41:15,Communication
63,43,2008-10-06 08:43:29,Communication
61,64,2008-10-06 08:46:25,Communication
63,43,2008-10-06 08:48:39,Communication
61,64,2008-10-06 08:51:37,Communication
61,64,2008-10-06 08:56:47,Communication
61,64,2008-10-06 09:01:57,Communication
61,64,2008-10-06 09:07:07,Communication
61,64,2008-10-06 09:12:20,Communication
61,64,2008-10-06 09:17:30,Communication
61,64,2008-10-06 09:22:40,Communication
61,64,2008-10-06 09:27:50,Communication
61,64,2008-10-06 09:33:03,Communication
61,64,2008-10-06 09:43:23,Communication
61,64,2008-10-06 09:48:33,Communication
61,64,2008-10-06 09:53:45,Communication
61,64,2008-10-06 09:58:56,Communication
61,64,2008-10-06 10:04:06,Communication
61,64,2008-10-06 10:09:16,Communication
61,64,2008-10-06 10:14:28,Communication
61,64,2008-10-06 10:19:38,Communication
61,64,2008-10-06 10:24:49,Communication
61,64,2008-10-06 10:29:59,Communication
61,64,2008-10-06 10:35:11,Communication
61,64,2008-10-06 10:40:21,Communication
61,64,2008-10-06 10:45:31,Communication
61,64,2008-10-06 10:50:41,Communication
61,64,2008-10-06 10:55:54,Communication
61,64,2008-10-06 11:01:04,Communication
61,64,2008-10-06 11:06:14,Communication
61,64,2008-10-06 11:11:24,Communication
61,64,2008-10-06 11:16:37,Communication
61,64,2008-10-06 11:21:47,Communication
61,64,2008-10-06 11:26:57,Communication
61,64,2008-10-06 11:32:07,Communication
17,43,2008-10-06 12:49:05,Communication
54,6,2008-10-06 13:32:01,Communication
54,6,2008-10-06 14:32:01,Communication
51,6,2008-10-06 14:32:01,Communication
3,6,2008-10-06 14:32:01,Communication
42,69,2008-10-06 15:02:34,Communication
19,29,2008-10-06 16:31:42,Communication
29,19,2008-10-06 16:31:53,Communication
29,19,2008-10-06 16:32:31,Communication
54,6,2008-10-06 16:58:53,Communication
54,6,2008-10-06 17:58:53,Communication
51,6,2008-10-06 17:58:53,Communication
3,6,2008-10-06 17:58:53,Communication
69,42,2008-10-06 18:01:48,Communication
42,69,2008-10-06 18:02:08,Communication
42,69,2008-10-06 20:58:27,Communication
69,42,2008-10-06 20:58:30,Communication
3,6,2008-10-06 21:32:45,Communication
51,6,2008-10-06 21:32:45,Communication
54,6,2008-10-06 21:32:45,Communication
23,57,2008-10-06 21:47:09,Communication
23,57,2008-10-06 21:47:29,Communication
23,57,2008-10-06 21:51:17,Communication
54,6,2008-10-06 21:54:57,Communication
3,6,2008-10-06 21:54:57,Communication
51,6,2008-10-06 21:54:57,Communication
51,6,2008-10-06 22:19:16,Communication
54,6,2008-10-06 22:19:16,Communication
3,6,2008-10-06 22:19:16,Communication
51,6,2008-10-06 22:26:56,Communication
54,6,2008-10-06 22:26:56,Communication
3,6,2008-10-06 22:26:56,Communication
51,6,2008-10-06 22:28:13,Communication
54,6,2008-10-06 22:28:13,Communication
3,6,2008-10-06 22:28:13,Communication
0,60,2008-10-06 22:49:35,Communication
0,60,2008-10-06 22:50:33,Communication
0,60,2008-10-06 22:51:06,Communication
60,0,2008-10-06 22:51:07,Communication
0,60,2008-10-06 22:54:10,Communication
60,0,2008-10-06 22:54:11,Communication
51,6,2008-10-06 23:07:30,Communication
54,6,2008-10-06 23:07:30,Communication
3,6,2008-10-06 23:07:30,Communication
60,0,2008-10-06 23:41:36,Communication
0,60,2008-10-06 23:41:56,Communication
60,0,2008-10-06 23:53:40,Communication
0,60,2008-10-06 23:53:55,Communication
54,6,2008-10-07 00:14:36,Communication
3,6,2008-10-07 00:14:36,Communication
51,6,2008-10-07 00:14:36,Communication
54,6,2008-10-07 00:20:45,Communication
3,6,2008-10-07 00:20:45,Communication
51,6,2008-10-07 00:20:45,Communication
3,8,2008-10-07 00:24:30,Communication
51,8,2008-10-07 00:24:30,Communication
54,8,2008-10-07 00:24:30,Communication
54,8,2008-10-07 00:24:43,Communication
3,8,2008-10-07 00:24:43,Communication
51,8,2008-10-07 00:24:43,Communication
51,6,2008-10-07 00:28:28,Communication
54,6,2008-10-07 00:28:28,Communication
3,6,2008-10-07 00:28:28,Communication
3,6,2008-10-07 00:30:03,Communication
51,6,2008-10-07 00:30:03,Communication
54,6,2008-10-07 00:30:03,Communication
54,6,2008-10-07 00:30:09,Communication
3,6,2008-10-07 00:30:09,Communication
51,6,2008-10-07 00:30:09,Communication
63,43,2008-10-07 00:32:32,Communication
51,8,2008-10-07 00:33:56,Communication
54,8,2008-10-07 00:33:56,Communication
