item.u,item.v,item.t,item.T
30,11445,1096023598,Communication
10,2647,1096023609,Communication
7,2878,1096023800,Communication
2642,6,1096023876,Communication
44,15951,1096024014,Communication
44,15953,1096024062,Communication
16,7700,1096024171,Communication
41,15186,1096024409,Communication
2670,10,1096024826,Communication
17178,47,1096025017,Communication
17753,52,1096025462,Communication
25383,84,1096025703,Communication
17782,52,1096025740,Communication
62,62,1096025807,Communication
41,15187,1096026230,Communication
52,17753,1096026233,Communication
47,17178,1096026300,Communication
41,15186,1096026309,Communication
41,15186,1096026324,Communication
6,2642,1096026389,Communication
8,3168,1096026669,Communication
2,1121,1096026708,Communication
18,96,1096027704,Communication
18,96,1096027795,Communication
33,12976,1096028032,Communication
18,8570,1096028058,Communication
33,12976,1096028067,Communication
33,35,1096028095,Communication
52,17774,1096028121,Communication
18,8570,1096028147,Communication
33,12976,1096028314,Communication
52,17774,1096028568,Communication
62,3130,1096028579,Communication
17178,47,1096028642,Communication
41,15186,1096028739,Communication
33,12976,1096028831,Communication
52,17774,1096028963,Communication
3197,8,1096029106,Communication
15190,41,1096029265,Communication
15968,44,1096029427,Communication
15968,44,1096029506,Communication
11155,29,1096029582,Communication
18422,54,1096029872,Communication
7,3041,1096030083,Communication
45,96,1096030165,Communication
84,25386,1096030263,Communication
84,10158,1096030300,Communication
43,15818,1096030354,Communication
21156,63,1096030380,Communication
43,15818,1096030391,Communication
4,17,1096030508,Communication
4,17,1096030510,Communication
16326,45,1096030905,Communication
8,3197,1096030918,Communication
18,8504,1096031092,Communication
25,25,1096031118,Communication
41,15186,1096031123,Communication
41,15181,1096031209,Communication
41,41,1096031316,Communication
3197,8,1096031372,Communication
41,15190,1096031394,Communication
28,107,1096031435,Communication
25157,82,1096031528,Communication
41,15181,1096031867,Communication
25,9858,1096032257,Communication
25,9856,1096032297,Communication
43,15570,1096032373,Communication
25,9880,1096032390,Communication
26,10160,1096032410,Communication
8,3177,1096032601,Communication
11291,30,1096032653,Communication
26,10160,1096032748,Communication
25,9860,1096032937,Communication
14249,40,1096032943,Communication
9862,25,1096033043,Communication
1,673,1096033152,Communication
84,25386,1096033156,Communication
25158,82,1096033367,Communication
82,25155,1096033493,Communication
15520,42,1096033551,Communication
25,9931,1096033551,Communication
14251,40,1096033651,Communication
18,96,1096033657,Communication
6843,15,1096033707,Communication
18,96,1096033855,Communication
6843,15,1096033935,Communication
11139,29,1096033970,Communication
29,11156,1096034142,Communication
14,4593,1096034178,Communication
29,11156,1096034207,Communication
29,11156,1096034265,Communication
29,11139,1096034302,Communication
9932,25,1096034319,Communication
11686,31,1096034395,Communication
25,9858,1096034493,Communication
30,11412,1096034550,Communication
25,9858,1096034619,Communication
14,4594,1096034626,Communication
4594,14,1096034643,Communication
42,15511,1096034749,Communication
12986,33,1096034779,Communication
18,8569,1096034825,Communication
9856,25,1096034849,Communication
15194,41,1096035001,Communication
63,12394,1096035062,Communication
19,8853,1096035094,Communication
29,11156,1096035148,Communication
14,4594,1096035149,Communication
29,11139,1096035186,Communication
29,11139,1096035201,Communication
41,15186,1096035277,Communication
41,41,1096035348,Communication
26,10160,1096035351,Communication
11686,31,1096035390,Communication
41,15181,1096035433,Communication
8569,18,1096035548,Communication
11859,31,1096035563,Communication
52,17774,1096035646,Communication
84,25388,1096035691,Communication
84,25386,1096035821,Communication
16,7625,1096035919,Communication
16,7625,1096035941,Communication
16,7700,1096036015,Communication
82,25159,1096036114,Communication
82,12998,1096036167,Communication
82,13253,1096036245,Communication
82,25160,1096036290,Communication
41,15195,1096036494,Communication
84,25389,1096036570,Communication
33,12981,1096036581,Communication
7,2878,1096036774,Communication
673,1,1096036915,Communication
2878,7,1096036918,Communication
11139,29,1096036989,Communication
52,17774,1096037032,Communication
84,10158,1096037080,Communication
43,15825,1096037263,Communication
86,26036,1096037325,Communication
84,10158,1096037336,Communication
31,11860,1096037514,Communication
31,11682,1096037593,Communication
1,673,1096037849,Communication
1,673,1096037886,Communication
66,21679,1096037920,Communication
7,2878,1096037996,Communication
7,2878,1096038024,Communication
7,2926,1096038059,Communication
1,673,1096038074,Communication
41,15195,1096038243,Communication
1,673,1096038296,Communication
31,11690,1096038556,Communication
11861,31,1096038597,Communication
15818,43,1096038645,Communication
52,17753,1096038686,Communication
31,31,1096038745,Communication
52,10158,1096038749,Communication
31,31,1096038784,Communication
52,17753,1096038877,Communication
52,17756,1096038910,Communication
31,339,1096039062,Communication
17749,52,1096039077,Communication
52,17753,1096039641,Communication
39,14074,1096039680,Communication
2878,7,1096039711,Communication
7,2878,1096039769,Communication
52,17756,1096040117,Communication
5,2538,1096040153,Communication
52,17763,1096040212,Communication
2878,7,1096040216,Communication
52,17752,1096040258,Communication
52,17774,1096040331,Communication
52,17753,1096040345,Communication
52,17753,1096040512,Communication
44,15968,1096040527,Communication
52,10158,1096040824,Communication
44,15968,1096040883,Communication
52,17787,1096041074,Communication
52,17764,1096041135,Communication
52,17763,1096041243,Communication
12988,33,1096041579,Communication
11761,31,1096041734,Communication
31,11761,1096041771,Communication
26,10160,1096042202,Communication
52,17774,1096042467,Communication
21020,62,1096042717,Communication
21020,62,1096043140,Communication
26,10160,1096043687,Communication
19,8853,1096043832,Communication
82,107,1096043876,Communication
44,15972,1096043885,Communication
31,11691,1096044075,Communication
18422,54,1096044112,Communication
31,11862,1096044112,Communication
44,15968,1096044125,Communication
44,96,1096044197,Communication
44,15968,1096044360,Communication
73,10158,1096044360,Communication
84,10158,1096044423,Communication
44,15968,1096044492,Communication
73,23679,1096044497,Communication
15,6844,1096044522,Communication
31,11691,1096044655,Communication
31,11863,1096044690,Communication
31,10394,1096044757,Communication
25993,86,1096044829,Communication
11691,31,1096044909,Communication
31,11691,1096045182,Communication
52,17752,1096045586,Communication
11682,31,1096045747,Communication
30,11296,1096045775,Communication
44,15968,1096045923,Communication
17,96,1096045929,Communication
16,7619,1096046114,Communication
44,15968,1096046205,Communication
8139,17,1096046298,Communication
7619,16,1096046704,Communication
82,13117,1096047950,Communication
82,12998,1096048024,Communication
12998,82,1096048037,Communication
31,11686,1096048245,Communication
16,7625,1096048269,Communication
16,7628,1096048351,Communication
31,11689,1096048449,Communication
19,4821,1096048512,Communication
19,8839,1096048538,Communication
61,66,1096048844,Communication
30,11376,1096048846,Communication
11680,31,1096048857,Communication
29,11139,1096048955,Communication
13117,82,1096049106,Communication
17,96,1096049415,Communication
19,8839,1096049478,Communication
13117,82,1096049660,Communication
11372,31,1096049823,Communication
52,17752,1096049931,Communication
1,107,1096050209,Communication
1,696,1096050268,Communication
87,24834,1096050292,Communication
19,8853,1096050478,Communication
12,4251,1096050949,Communication
456,1,1096051021,Communication
63,21170,1096051409,Communication
21170,63,1096051594,Communication
6702,15,1096051722,Communication
456,1,1096051939,Communication
73,23679,1096052054,Communication
1,696,1096052097,Communication
1,727,1096052202,Communication
26,10157,1096052238,Communication
19,107,1096052375,Communication
2,1113,1096052418,Communication
2,1077,1096052490,Communication
19,8853,1096052566,Communication
11689,31,1096052844,Communication
11692,31,1096053004,Communication
31,11682,1096053146,Communication
10209,26,1096053272,Communication
28,107,1096053321,Communication
97,17,1096053677,Communication
7650,16,1096053747,Communication
4,1704,1096053869,Communication
19,8857,1096054153,Communication
39,14074,1096054170,Communication
14252,40,1096054404,Communication
15,6845,1096054648,Communication
31,11682,1096055336,Communication
11301,31,1096055390,Communication
31,11864,1096055492,Communication
19,8858,1096055540,Communication
31,11372,1096055553,Communication
31,11690,1096055572,Communication
11682,31,1096055896,Communication
11682,31,1096056304,Communication
97,17,1096056977,Communication
97,17,1096057024,Communication
9929,25,1096057463,Communication
52,17752,1096057484,Communication
25,9929,1096057513,Communication
31,11682,1096057626,Communication
25,25,1096057662,Communication
31,11372,1096057678,Communication
60,20329,1096057717,Communication
31,11682,1096057773,Communication
10203,26,1096057788,Communication
11727,31,1096057973,Communication
11682,31,1096058016,Communication
25,9858,1096058146,Communication
31,11682,1096058185,Communication
30,11301,1096058350,Communication
60,20316,1096058359,Communication
66,21679,1096058457,Communication
14,4593,1096058570,Communication
30,11381,1096058626,Communication
14,4594,1096058632,Communication
1742,17,1096059123,Communication
2,1096,1096059156,Communication
14,4657,1096059344,Communication
9858,25,1096059351,Communication
16,7650,1096059520,Communication
11686,31,1096059713,Communication
14,4796,1096059969,Communication
16,7650,1096060004,Communication
14,4797,1096060059,Communication
16,7650,1096060226,Communication
17,97,1096060393,Communication
31,11682,1096060412,Communication
10209,26,1096060727,Communication
14,4657,1096060746,Communication
4,107,1096060775,Communication
4,97,1096060944,Communication
4,383,1096061005,Communication
11691,31,1096061065,Communication
19,8843,1096061717,Communication
4821,19,1096062049,Communication
26,10209,1096062062,Communication
31,11691,1096062110,Communication
31,11691,1096062127,Communication
4821,19,1096062142,Communication
31,11812,1096062203,Communication
19,8839,1096062209,Communication
26,10209,1096062235,Communication
17,96,1096062270,Communication
66,21684,1096062429,Communication
60,20332,1096062817,Communication
26,10230,1096062841,Communication
60,20316,1096062852,Communication
19,8859,1096062906,Communication
26,10209,1096063047,Communication
18,8512,1096063101,Communication
18,8502,1096063179,Communication
26,10209,1096063347,Communication
26,10209,1096063384,Communication
66,21684,1096063485,Communication
26,10209,1096063549,Communication
60,8113,1096063742,Communication
10209,26,1096063804,Communication
9899,25,1096063811,Communication
11812,31,1096064121,Communication
18,8510,1096064532,Communication
4,107,1096064601,Communication
17,96,1096064623,Communication
30,11292,1096065302,Communication
30,11292,1096065330,Communication
2,1098,1096065597,Communication
17752,52,1096065981,Communication
30,11301,1096066008,Communication
30,11443,1096066192,Communication
30,11429,1096066283,Communication
66,21682,1096066314,Communication
30,11448,1096066361,Communication
30,11432,1096066426,Communication
30,11342,1096066509,Communication
30,11356,1096066689,Communication
16,7625,1096066776,Communication
11450,30,1096066785,Communication
30,11372,1096066932,Communication
40,107,1096066984,Communication
40,14244,1096067071,Communication
30,11300,1096067149,Communication
40,1255,1096067199,Communication
40,14252,1096067293,Communication
40,14254,1096067401,Communication
30,11451,1096067436,Communication
66,21685,1096067494,Communication
66,19639,1096068271,Communication
16,7619,1096068645,Communication
30,11433,1096068925,Communication
30,11311,1096068979,Communication
30,11360,1096069027,Communication
40,14252,1096069357,Communication
18,8528,1096070275,Communication
15946,66,1096070290,Communication
18,8528,1096070400,Communication
18,8528,1096070509,Communication
11453,30,1096070780,Communication
66,21686,1096070900,Communication
66,21687,1096071015,Communication
16,7625,1096071099,Communication
99,4,1096071679,Communication
21686,66,1096071792,Communication
56,107,1096071859,Communication
19,8839,1096072282,Communication
31,11372,1096072343,Communication
31,11761,1096072430,Communication
40,14254,1096072584,Communication
15946,66,1096072864,Communication
11686,31,1096073435,Communication
31,11686,1096073559,Communication
11342,30,1096075310,Communication
31,11689,1096075482,Communication
40,1255,1096075868,Communication
40,1255,1096075994,Communication
30,11342,1096076541,Communication
66,15946,1096076931,Communication
11342,30,1096077087,Communication
30,11342,1096077550,Communication
30,11342,1096077571,Communication
30,11428,1096077854,Communication
32,107,1096078531,Communication
66,21688,1096078548,Communication
66,21689,1096079028,Communication
66,59,1096079362,Communication
56,19141,1096079803,Communication
20322,60,1096079853,Communication
30,11301,1096082403,Communication
3239,8,1096082550,Communication
8,8,1096082945,Communication
8,3168,1096082989,Communication
30,11301,1096083280,Communication
30,11301,1096083321,Communication
8,3239,1096083345,Communication
1255,40,1096083582,Communication
11316,30,1096084046,Communication
40,1255,1096084695,Communication
11301,30,1096084769,Communication
1255,40,1096085552,Communication
66,21689,1096086333,Communication
3168,8,1096086501,Communication
11320,30,1096086846,Communication
42,15511,1096086861,Communication
15529,42,1096086952,Communication
56,107,1096087627,Communication
56,19141,1096087673,Communication
8,3177,1096087840,Communication
82,25155,1096088788,Communication
82,25155,1096089110,Communication
44,15975,1096089259,Communication
84,25386,1096090032,Communication
1,28,1096090182,Communication
84,25393,1096090277,Communication
22194,82,1096090466,Communication
82,13044,1096090559,Communication
39,14074,1096090894,Communication
15961,44,1096090944,Communication
41,15186,1096090950,Communication
82,22194,1096091026,Communication
41,15182,1096091033,Communication
15196,41,1096091152,Communication
15976,44,1096091555,Communication
42,15520,1096091948,Communication
39,14074,1096092341,Communication
42,15520,1096092613,Communication
11422,30,1096092769,Communication
25386,84,1096093068,Communication
19168,56,1096093285,Communication
41,15196,1096093481,Communication
42,15531,1096093956,Communication
15186,41,1096094553,Communication
44,15965,1096095085,Communication
28,1,1096095599,Communication
33,12989,1096095616,Communication
33,12990,1096095781,Communication
33,12991,1096095957,Communication
33,12991,1096096000,Communication
56,19145,1096096350,Communication
28,10574,1096096428,Communication
56,19146,1096096452,Communication
28,10574,1096096480,Communication
19146,56,1096096502,Communication
19146,56,1096096764,Communication
19181,56,1096096951,Communication
28,10574,1096097047,Communication
33,12992,1096097062,Communication
28,10589,1096097127,Communication
28,10573,1096097151,Communication
29,11156,1096097236,Communication
28,10573,1096097722,Communication
33,12976,1096097722,Communication
10592,28,1096097811,Communication
28,10573,1096097887,Communication
33,12993,1096097974,Communication
14,4593,1096098080,Communication
33,12994,1096098128,Communication
28,10571,1096098371,Communication
62,21021,1096098497,Communication
88,8528,1096098807,Communication
33,12994,1096098989,Communication
22345,67,1096099004,Communication
88,8528,1096099048,Communication
15197,41,1096099226,Communication
39,14074,1096099395,Communication
7878,28,1096099426,Communication
21680,66,1096099729,Communication
39,14074,1096099729,Communication
41,15196,1096099901,Communication
7878,28,1096100057,Communication
32,12641,1096100127,Communication
18,8569,1096100339,Communication
12981,33,1096100406,Communication
39,14085,1096100407,Communication
52,17756,1096100528,Communication
52,17761,1096100558,Communication
22345,67,1096100585,Communication
66,21688,1096100600,Communication
31,11868,1096100630,Communication
31,11696,1096100669,Communication
39,14074,1096100858,Communication
32,12641,1096101400,Communication
66,21688,1096101442,Communication
20,2657,1096101728,Communication
17,96,1096101744,Communication
52,17774,1096101828,Communication
14,4610,1096102000,Communication
19167,56,1096102058,Communication
32,12642,1096102321,Communication
16,7625,1096102406,Communication
33,4593,1096102566,Communication
39,14085,1096102744,Communication
12981,33,1096102790,Communication
39,14075,1096102805,Communication
32,12643,1096102824,Communication
82,107,1096103028,Communication
3167,8,1096103480,Communication
3167,8,1096103884,Communication
44,15952,1096104094,Communication
28,7102,1096104224,Communication
28,10560,1096104246,Communication
44,15977,1096104287,Communication
7102,28,1096104331,Communication
1,107,1096104413,Communication
1,462,1096104578,Communication
1,726,1096104658,Communication
12,4271,1096104739,Communication
25,9856,1096104975,Communication
12644,32,1096105169,Communication
9856,25,1096105264,Communication
3130,62,1096105676,Communication
5,2538,1096106048,Communication
82,25156,1096106329,Communication
5,2538,1096106367,Communication
584,1,1096106377,Communication
25,9858,1096106425,Communication
52,17773,1096106538,Communication
15818,43,1096106560,Communication
1,454,1096106564,Communication
21021,62,1096106736,Communication
66,21679,1096106803,Communication
20,2657,1096106818,Communication
66,21679,1096106835,Communication
2657,20,1096106918,Communication
1,728,1096107013,Communication
66,21688,1096107213,Communication
20,2657,1096107224,Communication
2538,5,1096107298,Communication
15818,43,1096107439,Communication
19639,66,1096107723,Communication
66,21690,1096107734,Communication
17789,52,1096107749,Communication
20,2657,1096107803,Communication
16,7619,1096108318,Communication
25,9856,1096108439,Communication
30,11359,1096108483,Communication
67,22345,1096108544,Communication
52,17790,1096108578,Communication
66,15946,1096108676,Communication
66,21680,1096108847,Communication
21684,66,1096108945,Communication
9856,25,1096108956,Communication
30,11301,1096109173,Communication
30,11300,1096109299,Communication
30,11422,1096109429,Communication
584,1,1096109451,Communication
21021,62,1096109546,Communication
14,4610,1096109672,Communication
45,16337,1096109848,Communication
7630,16,1096110061,Communication
726,1,1096110080,Communication
9935,25,1096110199,Communication
52,17789,1096110256,Communication
25165,82,1096110336,Communication
84,25393,1096110384,Communication
3167,8,1096110555,Communication
73,23679,1096110555,Communication
41,15199,1096110792,Communication
42,15531,1096110987,Communication
52,17793,1096111133,Communication
44,15952,1096111289,Communication
25,9856,1096111484,Communication
63,21156,1096111612,Communication
44,15978,1096111704,Communication
17752,52,1096111723,Communication
15818,43,1096111810,Communication
73,23679,1096111856,Communication
73,23685,1096111903,Communication
44,15958,1096111942,Communication
56,19141,1096112038,Communication
44,15958,1096112641,Communication
23679,73,1096112997,Communication
17773,52,1096113110,Communication
52,17752,1096113294,Communication
42,15531,1096113297,Communication
52,17789,1096113340,Communication
42,107,1096113353,Communication
52,10158,1096113611,Communication
12986,33,1096113807,Communication
44,15958,1096113828,Communication
584,1,1096113889,Communication
52,17773,1096114163,Communication
8175,17,1096114323,Communication
1,673,1096114393,Communication
1,584,1096114657,Communication
4271,12,1096114662,Communication
17756,52,1096114729,Communication
1,673,1096114746,Communication
20,2657,1096114749,Communication
20,2657,1096115237,Communication
11692,31,1096115254,Communication
2657,20,1096115270,Communication
63,21156,1096115365,Communication
26,10160,1096115396,Communication
63,21151,1096115396,Communication
31,11869,1096115474,Communication
63,21156,1096115474,Communication
28,107,1096115565,Communication
15818,43,1096115576,Communication
82,25165,1096115582,Communication
10595,28,1096115758,Communication
31,11686,1096115830,Communication
12,4272,1096115910,Communication
7619,16,1096115931,Communication
26,10160,1096115932,Communication
20,2657,1096115995,Communication
52,10158,1096116012,Communication
26,10160,1096116120,Communication
82,25165,1096116209,Communication
16,7628,1096116220,Communication
15826,43,1096116266,Communication
1,673,1096116361,Communication
11696,31,1096116542,Communication
20,2657,1096116624,Communication
1,673,1096116719,Communication
12,4213,1096116778,Communication
16,7619,1096116817,Communication
12,4273,1096117065,Communication
1255,40,1096117347,Communication
56,107,1096117434,Communication
26,10160,1096117603,Communication
12,4242,1096117651,Communication
11316,30,1096117944,Communication
19,8860,1096118085,Communication
5,2569,1096118091,Communication
5,2570,1096118117,Communication
12998,33,1096118124,Communication
11422,30,1096118174,Communication
12,4213,1096118185,Communication
1,673,1096118193,Communication
12,4213,1096118208,Communication
30,11456,1096118210,Communication
15200,41,1096118245,Communication
673,1,1096118260,Communication
12,4213,1096118302,Communication
30,11457,1096118328,Communication
1,462,1096118343,Communication
1,673,1096118423,Communication
39,14075,1096118493,Communication
26,10160,1096118521,Communication
16,7621,1096118525,Communication
26,10160,1096118567,Communication
1,462,1096118592,Communication
42,15531,1096118816,Communication
63,21156,1096118838,Communication
42,15520,1096118846,Communication
673,1,1096118875,Communication
63,21156,1096118890,Communication
42,15530,1096119107,Communication
30,11300,1096119174,Communication
28,10580,1096119194,Communication
30,11300,1096119265,Communication
84,25393,1096119309,Communication
12,4213,1096119315,Communication
30,11300,1096119333,Communication
28,10580,1096119339,Communication
44,96,1096119339,Communication
44,3130,1096119378,Communication
23679,73,1096119493,Communication
63,21151,1096119561,Communication
28,10595,1096119600,Communication
63,21156,1096119658,Communication
39,14074,1096120192,Communication
2,1096,1096120212,Communication
39,14074,1096120229,Communication
15818,43,1096120296,Communication
82,12998,1096120327,Communication
44,15979,1096120392,Communication
11453,30,1096120420,Communication
2,1096,1096120470,Communication
2,1096,1096120505,Communication
30,11359,1096120509,Communication
33,12992,1096120618,Communication
2,1096,1096120737,Communication
33,12999,1096120791,Communication
4213,12,1096120963,Communication
28,10571,1096120995,Communication
43,15570,1096121019,Communication
66,21684,1096121099,Communication
42,15530,1096121123,Communication
4213,12,1096121132,Communication
42,15531,1096121162,Communication
28,10571,1096121199,Communication
67,22345,1096121219,Communication
30,11300,1096121223,Communication
8576,18,1096121251,Communication
30,11360,1096121279,Communication
11359,30,1096121303,Communication
28,10571,1096121473,Communication
84,25393,1096121568,Communication
28,10550,1096121716,Communication
66,21688,1096121768,Communication
28,10595,1096121885,Communication
14084,39,1096122093,Communication
30,11300,1096122098,Communication
2420,12,1096122115,Communication
30,11360,1096122208,Communication
60,20333,1096122215,Communication
12,2420,1096122232,Communication
60,20334,1096122332,Communication
8125,17,1096122417,Communication
19,8853,1096122482,Communication
30,11300,1096122638,Communication
84,25393,1096122697,Communication
28,10580,1096122721,Communication
2420,12,1096122766,Communication
11300,30,1096122903,Communication
14084,39,1096123133,Communication
19,8861,1096123153,Communication
23698,73,1096123244,Communication
11727,31,1096123367,Communication
14084,39,1096123376,Communication
31,11727,1096123407,Communication
13000,33,1096123641,Communication
42,15520,1096123782,Communication
84,25393,1096123801,Communication
84,25394,1096123864,Communication
42,15530,1096123879,Communication
19,8857,1096123899,Communication
19,8862,1096124086,Communication
15976,44,1096124181,Communication
19,8843,1096124335,Communication
26,10203,1096124687,Communication
44,15954,1096124687,Communication
44,15975,1096124741,Communication
42,15531,1096124806,Communication
44,15954,1096124932,Communication
30,11458,1096124956,Communication
30,11428,1096125038,Communication
30,11428,1096125106,Communication
30,11459,1096125193,Communication
30,11332,1096125369,Communication
33,4593,1096125444,Communication
15196,41,1096125586,Communication
30,11460,1096125666,Communication
10597,28,1096125707,Communication
84,25393,1096125839,Communication
15954,44,1096125978,Communication
59,66,1096126454,Communication
11422,30,1096126935,Communication
26,10160,1096126936,Communication
44,15980,1096126996,Communication
4,107,1096127098,Communication
4,17,1096127172,Communication
4,17,1096127174,Communication
15946,66,1096127433,Communication
42,15531,1096127452,Communication
84,25395,1096127459,Communication
52,10158,1096127496,Communication
31,11686,1096127504,Communication
23700,73,1096127580,Communication
84,25393,1096127769,Communication
15531,42,1096127841,Communication
66,15946,1096127849,Communication
55,107,1096127966,Communication
20335,60,1096128188,Communication
52,17796,1096128234,Communication
26,10208,1096128266,Communication
454,1,1096128346,Communication
21689,66,1096128411,Communication
52,17790,1096128516,Communication
52,17753,1096128557,Communication
73,23679,1096128618,Communication
66,21689,1096128642,Communication
17,8136,1096128728,Communication
56,19145,1096128737,Communication
39,14074,1096128782,Communication
17,8136,1096128794,Communication
17,4,1096128880,Communication
17,4,1096128882,Communication
1706,4,1096128922,Communication
17753,52,1096128948,Communication
4,17,1096129152,Communication
4,17,1096129154,Communication
26,10160,1096129288,Communication
4594,14,1096129310,Communication
26,10157,1096129403,Communication
26,10208,1096129488,Communication
1096,2,1096129525,Communication
15196,41,1096129864,Communication
44,15958,1096129961,Communication
41,15196,1096130059,Communication
44,15958,1096130209,Communication
52,17752,1096130441,Communication
584,1,1096130523,Communication
26,10160,1096130580,Communication
44,15958,1096130595,Communication
26,10171,1096130636,Communication
63,12708,1096130894,Communication
63,21175,1096131062,Communication
66,21689,1096131103,Communication
66,21689,1096131127,Communication
73,23679,1096131170,Communication
97,17,1096131324,Communication
18,2011,1096131339,Communication
26,10208,1096131411,Communication
66,21688,1096131465,Communication
1,584,1096131526,Communication
26,10208,1096131530,Communication
1,584,1096131991,Communication
19,8863,1096132008,Communication
2,1096,1096132045,Communication
19,8843,1096132064,Communication
4,107,1096132305,Communication
4,99,1096132401,Communication
18,2011,1096132463,Communication
31,11864,1096132791,Communication
31,11864,1096132804,Communication
31,11761,1096132856,Communication
6702,15,1096132865,Communication
31,11841,1096132900,Communication
31,11301,1096132965,Communication
31,11301,1096133000,Communication
30,11422,1096133264,Communication
4,97,1096133490,Communication
