item.u,item.v,item.t,item.T
1735,245,1449042205,Communication
1668,1668,1449047898,Communication
1668,1769,1449047898,Communication
1668,844,1449047963,Communication
1668,1668,1449047963,Communication
1668,1668,1449048280,Communication
1668,1585,1449048280,Communication
1158,1324,1449062794,Communication
1144,245,1449072250,Communication
786,245,1449076812,Communication
1668,1668,1449123546,Communication
1668,1838,1449123546,Communication
330,245,1449131441,Communication
1668,1668,1449136894,Communication
1668,1119,1449136894,Communication
1668,1119,1449137546,Communication
1668,1668,1449137546,Communication
1668,1668,1449139399,Communication
1668,1119,1449139399,Communication
519,55,1449140154,Communication
519,245,1449140157,Communication
497,245,1449158709,Communication
1469,245,1449198533,Communication
0,1668,1449217059,Communication
0,1374,1449217059,Communication
519,55,1449221578,Communication
519,245,1449221581,Communication
1624,1624,1449229284,Communication
497,245,1449245109,Communication
1624,1624,1449321910,Communication
1624,1624,1449323075,Communication
497,245,1449331509,Communication
1624,1624,1449331960,Communication
497,245,1449417909,Communication
1668,1119,1449466739,Communication
1668,1668,1449466739,Communication
1668,1668,1449469923,Communication
1668,1337,1449469923,Communication
1668,1668,1449469975,Communication
1668,1849,1449469975,Communication
1668,767,1449470565,Communication
1668,1668,1449470565,Communication
1668,1668,1449470662,Communication
1668,1712,1449470662,Communication
1668,1454,1449471079,Communication
1668,1668,1449471079,Communication
421,245,1449475217,Communication
1668,1877,1449490546,Communication
1668,1668,1449490546,Communication
1624,1624,1449506554,Communication
1668,1276,1449557566,Communication
1668,1668,1449557566,Communication
0,1259,1449560825,Communication
0,1668,1449560825,Communication
0,1668,1449571430,Communication
0,324,1449571430,Communication
0,643,1449571542,Communication
0,1668,1449571542,Communication
0,324,1449571750,Communication
0,1668,1449571750,Communication
0,643,1449571783,Communication
0,1668,1449571783,Communication
1668,324,1449573097,Communication
1668,1668,1449573097,Communication
1158,358,1449581016,Communication
1002,245,1449597219,Communication
1624,1624,1449606695,Communication
0,1968,1449646670,Communication
0,1668,1449646670,Communication
0,1668,1449655891,Communication
0,1259,1449655891,Communication
0,1430,1449658552,Communication
0,1668,1449658552,Communication
978,245,1449660551,Communication
1624,1624,1449675161,Communication
1624,1624,1449686084,Communication
0,1668,1449742423,Communication
0,1968,1449742423,Communication
0,1968,1449742446,Communication
0,1668,1449742446,Communication
0,1668,1449742474,Communication
0,1968,1449742474,Communication
0,1390,1449746793,Communication
0,1668,1449746793,Communication
1624,1624,1449755220,Communication
497,245,1449763511,Communication
1624,1624,1449766276,Communication
1624,1624,1449839383,Communication
1624,1624,1449847310,Communication
1624,1624,1450034547,Communication
0,1668,1450071851,Communication
0,524,1450071851,Communication
1668,965,1450077960,Communication
1668,1668,1450077960,Communication
0,524,1450078046,Communication
0,1668,1450078046,Communication
0,1668,1450079136,Communication
0,351,1450079136,Communication
0,351,1450079897,Communication
0,1668,1450079897,Communication
421,245,1450097830,Communication
1624,1624,1450110671,Communication
0,1447,1450171824,Communication
0,1668,1450171824,Communication
0,1668,1450173217,Communication
0,1315,1450173217,Communication
1668,25,1450174861,Communication
1668,1668,1450174861,Communication
0,1668,1450175060,Communication
0,351,1450175060,Communication
244,1668,1450175946,Communication
244,244,1450175946,Communication
0,1968,1450176095,Communication
0,1668,1450176095,Communication
0,1968,1450184043,Communication
0,1668,1450184043,Communication
497,245,1450195511,Communication
0,611,1450246713,Communication
0,1668,1450246713,Communication
497,245,1450281917,Communication
894,278,1450321742,Communication
0,1284,1450350576,Communication
0,1668,1450350576,Communication
0,1834,1450436265,Communication
0,1668,1450436265,Communication
421,245,1450686067,Communication
421,245,1451289626,Communication
545,245,1451311399,Communication
1076,245,1451410405,Communication
1668,1668,1451900378,Communication
1668,1821,1451900378,Communication
0,1668,1451909576,Communication
0,48,1451909576,Communication
0,1668,1451976604,Communication
0,383,1451976604,Communication
0,1259,1451977105,Communication
0,1668,1451977105,Communication
0,1968,1451979553,Communication
0,1668,1451979553,Communication
0,1968,1451980845,Communication
0,1668,1451980845,Communication
497,245,1452009912,Communication
519,55,1452081400,Communication
497,245,1452096312,Communication
1624,1624,1452110408,Communication
1668,1668,1452146191,Communication
1668,1397,1452146191,Communication
1668,1668,1452146221,Communication
1668,1397,1452146221,Communication
1668,1668,1452149235,Communication
1668,1877,1452149235,Communication
1668,1668,1452151595,Communication
1668,1877,1452151595,Communication
1668,1877,1452151651,Communication
1668,1668,1452151651,Communication
497,245,1452182712,Communication
1668,1668,1452232867,Communication
1668,320,1452232867,Communication
1276,1668,1452233879,Communication
1276,1276,1452233879,Communication
1838,1668,1452234689,Communication
1838,1838,1452234689,Communication
497,245,1452269114,Communication
497,245,1452441912,Communication
1668,1668,1452491051,Communication
1668,320,1452491051,Communication
1668,1030,1452491158,Communication
1668,1668,1452491158,Communication
0,1668,1452496301,Communication
0,1968,1452496301,Communication
0,1668,1452496909,Communication
0,1605,1452496909,Communication
1668,478,1452497327,Communication
1668,1668,1452497327,Communication
1668,1668,1452497387,Communication
1668,1838,1452497387,Communication
1838,1838,1452498379,Communication
1838,1668,1452498379,Communication
1668,1668,1452514789,Communication
1668,1369,1452514789,Communication
1668,1276,1452515721,Communication
1668,1668,1452515721,Communication
0,351,1452516927,Communication
0,1668,1452516927,Communication
0,1668,1452579113,Communication
0,1968,1452579113,Communication
1624,1624,1452598278,Communication
1668,1668,1452601376,Communication
1668,1838,1452601376,Communication
0,1668,1452601574,Communication
0,1731,1452601574,Communication
0,1668,1452601619,Communication
0,351,1452601619,Communication
497,245,1452614716,Communication
1668,351,1452666671,Communication
1668,1668,1452666671,Communication
1971,245,1452668868,Communication
1668,1668,1452669123,Communication
1668,1831,1452669123,Communication
1668,596,1452671031,Communication
1668,1668,1452671031,Communication
1668,1668,1452686628,Communication
1668,1904,1452686628,Communication
1668,1668,1452686954,Communication
1668,154,1452686954,Communication
1993,894,1452718785,Communication
1993,894,1452718846,Communication
1668,1188,1452764766,Communication
1668,1668,1452764766,Communication
1668,1668,1452766694,Communication
1668,277,1452766694,Communication
0,1731,1452770522,Communication
0,1668,1452770522,Communication
0,1234,1452770985,Communication
0,1668,1452770985,Communication
1624,1624,1452784964,Communication
309,245,1452798567,Communication
445,245,1452825503,Communication
0,1848,1452838883,Communication
0,1668,1452838883,Communication
1668,1585,1452840108,Communication
1668,1668,1452840108,Communication
0,1848,1452840133,Communication
0,1668,1452840133,Communication
0,1430,1452852993,Communication
0,1668,1452852993,Communication
0,1668,1452861247,Communication
0,1848,1452861247,Communication
0,1668,1452861276,Communication
0,1848,1452861276,Communication
0,1731,1452861640,Communication
0,1668,1452861640,Communication
519,55,1452870260,Communication
519,245,1452870263,Communication
497,245,1452873918,Communication
1321,245,1452977512,Communication
1114,245,1453007724,Communication
102,245,1453088857,Communication
497,245,1453133114,Communication
317,0,1453154383,Communication
1668,1668,1453183433,Communication
1668,1397,1453183433,Communication
1668,1668,1453185785,Communication
1668,1263,1453185785,Communication
1668,812,1453185890,Communication
1668,1668,1453185890,Communication
1668,1397,1453196962,Communication
1668,1668,1453196962,Communication
1668,25,1453270953,Communication
1668,1668,1453270953,Communication
1276,1276,1453273434,Communication
1276,1668,1453273434,Communication
1668,1668,1453281413,Communication
1668,2014,1453281413,Communication
1668,415,1453285086,Communication
1668,1668,1453285086,Communication
1668,2014,1453285358,Communication
1668,1668,1453285358,Communication
0,1731,1453285738,Communication
0,1668,1453285738,Communication
0,1668,1453286168,Communication
0,1027,1453286168,Communication
0,51,1453286449,Communication
0,1668,1453286449,Communication
1668,1668,1453287089,Communication
1668,379,1453287089,Communication
1668,379,1453287439,Communication
1668,1668,1453287439,Communication
0,1668,1453370342,Communication
0,2028,1453370342,Communication
0,1447,1453372067,Communication
0,1668,1453372067,Communication
0,1447,1453372098,Communication
0,1668,1453372098,Communication
1668,1668,1453372985,Communication
1668,1720,1453372985,Communication
0,1175,1453378120,Communication
0,1668,1453378120,Communication
0,1668,1453378650,Communication
0,1175,1453378650,Communication
1668,1188,1453442279,Communication
1668,1668,1453442279,Communication
1668,1668,1453442713,Communication
1668,1720,1453442713,Communication
1668,198,1453443228,Communication
1668,1668,1453443228,Communication
497,245,1453737914,Communication
1668,1628,1453794433,Communication
1668,1668,1453794433,Communication
0,1668,1453799679,Communication
0,1474,1453799679,Communication
1668,1668,1453800580,Communication
1668,1276,1453800580,Communication
0,1668,1453808736,Communication
0,966,1453808736,Communication
497,245,1453824314,Communication
1624,1624,1453844077,Communication
0,992,1453880146,Communication
0,1668,1453882572,Communication
0,1430,1453882572,Communication
0,1668,1453891773,Communication
0,1942,1453891773,Communication
0,1848,1453896247,Communication
0,1668,1453896247,Communication
1624,1624,1453913368,Communication
1624,1624,1453920045,Communication
1668,198,1453979474,Communication
1668,1668,1453979474,Communication
1668,1668,1453979547,Communication
1668,2014,1453979547,Communication
0,51,1454054214,Communication
0,1668,1454054214,Communication
0,2021,1454066091,Communication
0,1668,1454066091,Communication
1668,1668,1454067315,Communication
1668,1276,1454067315,Communication
497,245,1454083515,Communication
1624,1624,1454095509,Communication
497,245,1454169914,Communication
1668,198,1454317444,Communication
1668,1668,1454317444,Communication
0,1668,1454326783,Communication
0,1968,1454326783,Communication
0,1968,1454327376,Communication
0,1668,1454327376,Communication
1668,1668,1454331607,Communication
1668,1858,1454331607,Communication
0,1848,1454406272,Communication
0,1668,1454406272,Communication
1158,570,1454416291,Communication
1623,1237,1454427688,Communication
0,1259,1454488035,Communication
0,1668,1454488035,Communication
1668,1170,1454488366,Communication
1668,1668,1454488366,Communication
0,1668,1454493409,Communication
