id.A,id.B,event_type,time_point
257,113,WatchEvent,2013-01-09 04:47:43
103,268,IssueCommentEvent,2013-01-09 05:12:10
143,258,ForkEvent,2013-01-09 06:12:02
143,258,PullRequestEvent,2013-01-09 06:13:09
234,248,WatchEvent,2013-01-09 07:05:20
74,6,PushEvent,2013-01-09 07:07:12
247,41,WatchEvent,2013-01-09 08:15:49
74,6,PushEvent,2013-01-09 08:25:08
74,6,PushEvent,2013-01-09 09:44:48
190,268,FollowEvent,2013-01-09 10:06:59
191,268,WatchEvent,2013-01-09 10:13:23
192,268,WatchEvent,2013-01-09 10:52:14
74,6,PushEvent,2013-01-09 10:59:27
164,262,IssuesEvent,2013-01-09 12:38:59
7,12,PushEvent,2013-01-09 13:09:45
57,268,WatchEvent,2013-01-09 13:59:53
164,262,IssueCommentEvent,2013-01-09 14:32:00
149,268,ForkEvent,2013-01-09 16:10:31
211,17,FollowEvent,2013-01-09 17:28:26
211,247,FollowEvent,2013-01-09 17:28:27
243,248,WatchEvent,2013-01-09 19:11:32
149,113,ForkEvent,2013-01-09 19:41:59
149,113,PullRequestEvent,2013-01-09 19:43:14
149,243,WatchEvent,2013-01-09 21:09:57
63,268,FollowEvent,2013-01-09 23:31:03
29,266,IssueCommentEvent,2013-01-10 00:20:00
113,149,FollowEvent,2013-01-10 01:25:06
136,248,WatchEvent,2013-01-10 03:26:49
74,6,PushEvent,2013-01-10 06:42:39
232,0,FollowEvent,2013-01-10 07:24:27
76,268,WatchEvent,2013-01-10 08:55:28
203,268,IssueCommentEvent,2013-01-10 09:01:24
233,176,WatchEvent,2013-01-10 09:25:54
258,268,WatchEvent,2013-01-10 09:26:06
258,268,ForkEvent,2013-01-10 09:26:11
258,268,PullRequestEvent,2013-01-10 10:26:29
7,12,PushEvent,2013-01-10 10:42:22
169,268,WatchEvent,2013-01-10 10:49:24
7,12,PushEvent,2013-01-10 11:01:41
138,268,IssueCommentEvent,2013-01-10 11:25:29
171,268,FollowEvent,2013-01-10 11:48:44
53,262,WatchEvent,2013-01-10 11:50:58
144,107,WatchEvent,2013-01-10 11:57:52
144,107,ForkEvent,2013-01-10 11:59:55
25,268,WatchEvent,2013-01-10 12:04:00
25,268,FollowEvent,2013-01-10 12:04:50
25,268,WatchEvent,2013-01-10 12:05:17
125,94,WatchEvent,2013-01-10 13:26:27
1,40,WatchEvent,2013-01-10 13:36:28
7,12,PushEvent,2013-01-10 16:17:27
191,22,WatchEvent,2013-01-10 17:01:42
153,115,WatchEvent,2013-01-10 20:25:09
153,175,WatchEvent,2013-01-10 20:26:23
266,234,IssueCommentEvent,2013-01-10 22:49:57
250,210,IssueCommentEvent,2013-01-11 00:48:34
243,113,ForkEvent,2013-01-11 03:07:09
74,6,PushEvent,2013-01-11 03:20:47
74,6,PushEvent,2013-01-11 03:34:52
74,6,PushEvent,2013-01-11 04:17:40
135,40,ForkEvent,2013-01-11 05:38:18
248,176,WatchEvent,2013-01-11 05:58:47
56,268,WatchEvent,2013-01-11 06:08:07
257,248,WatchEvent,2013-01-11 06:24:07
234,176,WatchEvent,2013-01-11 06:45:22
7,12,PushEvent,2013-01-11 08:04:28
138,268,IssueCommentEvent,2013-01-11 08:53:17
143,268,IssueCommentEvent,2013-01-11 09:52:52
138,268,IssueCommentEvent,2013-01-11 10:29:15
143,268,IssueCommentEvent,2013-01-11 10:33:50
138,268,IssueCommentEvent,2013-01-11 12:06:27
143,268,IssueCommentEvent,2013-01-11 12:07:23
191,266,WatchEvent,2013-01-11 12:48:24
22,136,WatchEvent,2013-01-11 13:35:58
7,12,PushEvent,2013-01-11 14:00:08
56,248,WatchEvent,2013-01-11 19:43:47
67,248,WatchEvent,2013-01-11 20:36:19
219,22,WatchEvent,2013-01-11 22:26:53
103,268,IssuesEvent,2013-01-11 23:18:34
29,266,IssueCommentEvent,2013-01-11 23:41:47
29,266,IssueCommentEvent,2013-01-11 23:55:58
42,268,ForkEvent,2013-01-12 02:40:24
155,268,WatchEvent,2013-01-12 02:56:47
234,248,WatchEvent,2013-01-12 03:03:41
29,266,IssueCommentEvent,2013-01-12 03:26:52
42,268,ForkEvent,2013-01-12 05:21:19
155,268,WatchEvent,2013-01-12 06:05:27
18,268,IssueCommentEvent,2013-01-12 07:35:26
74,6,PushEvent,2013-01-12 08:00:19
156,176,WatchEvent,2013-01-12 08:13:26
156,176,WatchEvent,2013-01-12 08:13:27
156,176,WatchEvent,2013-01-12 08:13:29
138,268,IssueCommentEvent,2013-01-12 08:44:44
143,268,IssueCommentEvent,2013-01-12 09:17:27
138,268,IssueCommentEvent,2013-01-12 09:27:19
74,6,PushEvent,2013-01-12 09:33:18
195,176,ForkEvent,2013-01-12 10:03:40
195,268,ForkEvent,2013-01-12 10:15:40
6,74,WatchEvent,2013-01-12 11:50:48
29,266,IssueCommentEvent,2013-01-12 13:20:55
190,175,WatchEvent,2013-01-12 13:33:36
17,268,WatchEvent,2013-01-12 15:49:35
135,248,WatchEvent,2013-01-12 15:50:37
74,6,PushEvent,2013-01-12 15:52:05
29,266,WatchEvent,2013-01-12 16:30:02
215,176,WatchEvent,2013-01-12 16:37:04
215,176,WatchEvent,2013-01-12 16:37:14
215,176,WatchEvent,2013-01-12 16:37:36
215,176,WatchEvent,2013-01-12 16:37:48
215,176,WatchEvent,2013-01-12 16:38:25
138,268,IssueCommentEvent,2013-01-12 20:12:40
138,268,IssueCommentEvent,2013-01-12 20:56:29
49,268,FollowEvent,2013-01-12 22:02:30
215,248,WatchEvent,2013-01-12 22:23:12
215,149,WatchEvent,2013-01-12 22:27:46
195,268,ForkEvent,2013-01-12 23:09:15
195,268,ForkEvent,2013-01-12 23:11:14
195,268,ForkEvent,2013-01-12 23:12:00
195,268,ForkEvent,2013-01-12 23:13:59
195,268,ForkEvent,2013-01-12 23:15:37
103,268,WatchEvent,2013-01-13 01:30:25
42,201,ForkEvent,2013-01-13 04:27:52
18,268,IssuesEvent,2013-01-13 08:59:24
67,189,WatchEvent,2013-01-13 09:41:17
143,140,FollowEvent,2013-01-13 09:44:24
138,268,IssueCommentEvent,2013-01-13 09:47:00
141,266,WatchEvent,2013-01-13 09:58:19
141,266,WatchEvent,2013-01-13 09:58:29
7,12,PushEvent,2013-01-13 12:32:12
234,176,ForkEvent,2013-01-13 14:31:28
234,176,PullRequestEvent,2013-01-13 15:50:20
74,248,ForkEvent,2013-01-13 16:40:33
73,268,FollowEvent,2013-01-13 17:27:48
18,268,IssueCommentEvent,2013-01-13 17:42:36
7,12,PushEvent,2013-01-13 17:44:05
250,210,WatchEvent,2013-01-13 19:01:36
138,268,IssueCommentEvent,2013-01-13 19:47:59
149,268,ForkEvent,2013-01-13 20:05:49
249,268,WatchEvent,2013-01-13 20:52:38
218,248,WatchEvent,2013-01-13 21:21:33
238,143,IssueCommentEvent,2013-01-13 22:01:05
10,175,FollowEvent,2013-01-13 22:11:52
149,268,PullRequestEvent,2013-01-13 23:11:35
238,143,IssueCommentEvent,2013-01-13 23:28:40
149,268,IssueCommentEvent,2013-01-13 23:30:15
149,268,WatchEvent,2013-01-13 23:46:38
149,268,IssueCommentEvent,2013-01-14 00:35:16
234,176,IssueCommentEvent,2013-01-14 00:52:21
149,268,IssueCommentEvent,2013-01-14 05:50:59
7,12,PushEvent,2013-01-14 06:02:06
143,248,FollowEvent,2013-01-14 06:47:51
7,12,PushEvent,2013-01-14 07:21:56
133,268,WatchEvent,2013-01-14 08:31:25
140,268,ForkEvent,2013-01-14 08:57:29
140,268,PullRequestEvent,2013-01-14 09:06:44
18,268,IssueCommentEvent,2013-01-14 09:46:47
74,6,PushEvent,2013-01-14 09:53:42
74,6,PushEvent,2013-01-14 10:34:47
185,268,WatchEvent,2013-01-14 10:43:37
74,6,PushEvent,2013-01-14 10:45:00
74,6,PushEvent,2013-01-14 10:48:48
74,6,PushEvent,2013-01-14 11:27:30
88,268,WatchEvent,2013-01-14 11:36:07
266,29,FollowEvent,2013-01-14 12:18:04
74,6,PushEvent,2013-01-14 14:59:18
74,6,PushEvent,2013-01-14 16:00:45
149,268,IssueCommentEvent,2013-01-14 16:54:43
220,248,WatchEvent,2013-01-14 20:42:47
257,268,WatchEvent,2013-01-14 20:43:36
220,248,WatchEvent,2013-01-14 20:53:18
255,266,WatchEvent,2013-01-14 21:27:45
249,268,WatchEvent,2013-01-14 21:56:35
248,176,ForkEvent,2013-01-14 22:13:44
248,176,PullRequestEvent,2013-01-14 22:16:44
17,257,WatchEvent,2013-01-15 00:04:31
149,176,WatchEvent,2013-01-15 00:05:48
141,29,FollowEvent,2013-01-15 01:46:13
93,18,IssueCommentEvent,2013-01-15 01:53:36
238,18,IssueCommentEvent,2013-01-15 04:36:59
182,248,FollowEvent,2013-01-15 04:55:01
182,176,FollowEvent,2013-01-15 04:55:18
74,6,PushEvent,2013-01-15 05:09:23
18,93,IssueCommentEvent,2013-01-15 05:34:53
74,6,PushEvent,2013-01-15 05:58:28
74,6,PushEvent,2013-01-15 06:03:04
176,234,IssuesEvent,2013-01-15 07:10:44
29,176,WatchEvent,2013-01-15 08:18:16
74,6,PushEvent,2013-01-15 08:44:38
165,31,WatchEvent,2013-01-15 09:00:44
74,6,PushEvent,2013-01-15 09:06:08
170,31,WatchEvent,2013-01-15 09:13:02
141,176,WatchEvent,2013-01-15 09:13:05
141,176,FollowEvent,2013-01-15 09:13:25
141,176,WatchEvent,2013-01-15 09:14:24
270,31,WatchEvent,2013-01-15 09:25:33
74,6,PushEvent,2013-01-15 10:48:50
18,268,IssueCommentEvent,2013-01-15 11:23:38
213,268,WatchEvent,2013-01-15 12:25:51
15,31,WatchEvent,2013-01-15 13:39:23
247,257,WatchEvent,2013-01-15 15:14:03
41,268,WatchEvent,2013-01-15 15:31:58
263,176,WatchEvent,2013-01-15 15:38:48
174,31,WatchEvent,2013-01-15 15:48:53
253,259,WatchEvent,2013-01-15 16:43:06
10,31,WatchEvent,2013-01-15 18:13:12
249,268,WatchEvent,2013-01-16 01:23:17
234,176,WatchEvent,2013-01-16 01:32:21
141,31,WatchEvent,2013-01-16 03:08:17
74,6,PushEvent,2013-01-16 03:15:32
215,182,WatchEvent,2013-01-16 03:35:46
215,182,WatchEvent,2013-01-16 03:36:20
18,268,IssueCommentEvent,2013-01-16 05:43:41
141,182,FollowEvent,2013-01-16 06:19:03
234,176,WatchEvent,2013-01-16 06:56:51
234,176,ForkEvent,2013-01-16 07:31:54
234,176,PullRequestEvent,2013-01-16 07:35:35
89,31,WatchEvent,2013-01-16 08:45:16
238,93,IssueCommentEvent,2013-01-16 09:11:12
238,258,WatchEvent,2013-01-16 10:29:59
213,32,WatchEvent,2013-01-16 10:32:52
213,238,WatchEvent,2013-01-16 11:48:35
213,238,FollowEvent,2013-01-16 11:48:39
248,176,ForkEvent,2013-01-16 13:16:03
248,176,PullRequestEvent,2013-01-16 13:17:34
248,234,WatchEvent,2013-01-16 13:40:06
74,6,PushEvent,2013-01-16 14:41:25
191,268,WatchEvent,2013-01-16 14:53:21
191,248,WatchEvent,2013-01-16 14:58:01
56,268,IssueCommentEvent,2013-01-16 19:21:37
238,93,IssueCommentEvent,2013-01-16 20:39:08
272,248,WatchEvent,2013-01-16 21:06:08
213,32,IssuesEvent,2013-01-16 21:51:20
238,93,IssueCommentEvent,2013-01-16 22:35:14
61,259,WatchEvent,2013-01-16 22:42:46
196,176,WatchEvent,2013-01-17 00:06:46
196,176,ForkEvent,2013-01-17 00:06:50
196,176,FollowEvent,2013-01-17 00:06:52
196,176,WatchEvent,2013-01-17 00:06:57
196,176,WatchEvent,2013-01-17 00:06:59
136,94,WatchEvent,2013-01-17 00:11:31
234,248,WatchEvent,2013-01-17 01:16:59
234,176,WatchEvent,2013-01-17 01:59:26
58,283,WatchEvent,2013-01-17 02:11:26
152,268,WatchEvent,2013-01-17 02:27:38
74,6,PushEvent,2013-01-17 03:33:40
74,6,PushEvent,2013-01-17 04:37:47
234,248,WatchEvent,2013-01-17 06:46:12
31,175,WatchEvent,2013-01-17 07:42:04
76,268,WatchEvent,2013-01-17 08:45:23
152,268,WatchEvent,2013-01-17 09:10:59
155,268,WatchEvent,2013-01-17 09:11:59
17,268,WatchEvent,2013-01-17 09:50:17
215,248,WatchEvent,2013-01-17 13:16:32
215,268,WatchEvent,2013-01-17 13:17:59
215,268,WatchEvent,2013-01-17 13:18:23
215,234,WatchEvent,2013-01-17 13:18:54
176,234,WatchEvent,2013-01-17 13:35:32
138,31,WatchEvent,2013-01-17 13:49:25
74,6,PushEvent,2013-01-17 14:00:32
7,12,PushEvent,2013-01-17 14:28:49
141,234,WatchEvent,2013-01-17 15:18:24
141,157,WatchEvent,2013-01-17 15:32:08
93,94,WatchEvent,2013-01-17 15:32:54
243,149,FollowEvent,2013-01-17 16:11:30
105,94,WatchEvent,2013-01-17 16:38:00
269,238,FollowEvent,2013-01-17 17:47:09
0,268,ForkEvent,2013-01-17 18:17:36
220,94,WatchEvent,2013-01-17 19:21:56
215,8,WatchEvent,2013-01-17 20:35:57
153,175,WatchEvent,2013-01-17 20:38:02
153,175,WatchEvent,2013-01-17 21:01:12
265,94,WatchEvent,2013-01-17 21:11:42
220,281,WatchEvent,2013-01-17 21:24:14
25,268,WatchEvent,2013-01-17 23:59:02
75,94,WatchEvent,2013-01-18 01:39:34
103,268,IssueCommentEvent,2013-01-18 02:29:18
0,248,IssueCommentEvent,2013-01-18 03:30:05
25,268,WatchEvent,2013-01-18 04:04:16
15,193,WatchEvent,2013-01-18 04:15:53
74,6,PushEvent,2013-01-18 04:58:46
103,238,FollowEvent,2013-01-18 06:10:15
18,94,FollowEvent,2013-01-18 06:13:40
18,94,WatchEvent,2013-01-18 06:13:49
74,6,PushEvent,2013-01-18 06:15:30
56,94,WatchEvent,2013-01-18 06:38:54
243,176,WatchEvent,2013-01-18 06:44:15
243,176,ForkEvent,2013-01-18 06:44:25
74,6,PushEvent,2013-01-18 07:15:17
247,268,WatchEvent,2013-01-18 08:32:39
131,94,WatchEvent,2013-01-18 09:48:31
243,182,WatchEvent,2013-01-18 10:39:19
108,248,WatchEvent,2013-01-18 10:45:37
74,6,PushEvent,2013-01-18 11:00:06
234,176,WatchEvent,2013-01-18 11:00:33
243,182,ForkEvent,2013-01-18 11:00:54
243,182,PullRequestEvent,2013-01-18 11:04:20
215,248,WatchEvent,2013-01-18 11:16:03
234,176,WatchEvent,2013-01-18 12:02:03
74,6,PushEvent,2013-01-18 13:46:38
100,94,WatchEvent,2013-01-18 13:52:05
7,12,PushEvent,2013-01-18 14:26:27
224,94,WatchEvent,2013-01-18 15:02:25
224,120,WatchEvent,2013-01-18 15:07:01
52,146,WatchEvent,2013-01-18 16:03:24
52,146,WatchEvent,2013-01-18 16:03:25
52,146,FollowEvent,2013-01-18 16:04:26
52,146,ForkEvent,2013-01-18 16:14:45
52,146,PullRequestEvent,2013-01-18 16:18:42
243,182,IssueCommentEvent,2013-01-18 16:23:00
140,268,WatchEvent,2013-01-18 18:35:39
248,257,FollowEvent,2013-01-18 21:57:09
250,210,CommitCommentEvent,2013-01-18 22:09:08
29,266,WatchEvent,2013-01-18 22:15:43
108,268,IssueCommentEvent,2013-01-18 22:26:27
0,149,WatchEvent,2013-01-18 23:14:38
0,149,FollowEvent,2013-01-18 23:19:43
274,268,WatchEvent,2013-01-18 23:44:43
275,94,WatchEvent,2013-01-19 01:26:45
234,176,PullRequestEvent,2013-01-19 02:31:08
228,268,WatchEvent,2013-01-19 02:44:39
228,268,WatchEvent,2013-01-19 02:46:03
228,268,WatchEvent,2013-01-19 02:48:50
228,268,WatchEvent,2013-01-19 02:50:57
228,31,WatchEvent,2013-01-19 03:10:50
74,6,PushEvent,2013-01-19 04:15:41
265,149,WatchEvent,2013-01-19 04:36:54
56,268,IssueCommentEvent,2013-01-19 04:45:41
234,248,WatchEvent,2013-01-19 04:58:29
18,155,WatchEvent,2013-01-19 05:02:59
266,234,WatchEvent,2013-01-19 06:51:18
265,176,FollowEvent,2013-01-19 07:22:18
266,234,IssuesEvent,2013-01-19 07:23:27
29,266,WatchEvent,2013-01-19 08:57:25
153,175,WatchEvent,2013-01-19 10:42:03
266,234,ForkEvent,2013-01-19 12:10:52
18,268,IssuesEvent,2013-01-19 13:27:54
92,176,WatchEvent,2013-01-19 15:09:41
234,248,WatchEvent,2013-01-19 15:41:26
155,18,FollowEvent,2013-01-19 17:24:48
27,93,FollowEvent,2013-01-19 18:55:53
272,149,WatchEvent,2013-01-19 19:23:28
257,268,FollowEvent,2013-01-19 23:02:28
31,176,WatchEvent,2013-01-20 01:23:06
218,248,WatchEvent,2013-01-20 01:36:05
74,6,PushEvent,2013-01-20 02:56:47
74,6,PushEvent,2013-01-20 03:37:08
224,120,WatchEvent,2013-01-20 04:47:02
135,176,WatchEvent,2013-01-20 05:09:34
176,248,IssuesEvent,2013-01-20 05:34:26
74,6,PushEvent,2013-01-20 07:07:48
141,268,WatchEvent,2013-01-20 07:43:31
75,268,WatchEvent,2013-01-20 09:03:46
74,6,PushEvent,2013-01-20 09:11:59
218,248,WatchEvent,2013-01-20 10:15:28
74,6,PushEvent,2013-01-20 10:43:34
67,248,FollowEvent,2013-01-20 11:02:45
67,248,WatchEvent,2013-01-20 11:15:54
115,234,ForkEvent,2013-01-20 11:27:38
115,234,PullRequestEvent,2013-01-20 11:44:49
115,234,WatchEvent,2013-01-20 11:45:27
233,176,WatchEvent,2013-01-20 12:05:14
7,12,PushEvent,2013-01-20 12:24:10
7,12,PushEvent,2013-01-20 15:02:21
234,176,PullRequestEvent,2013-01-20 15:30:21
115,234,IssueCommentEvent,2013-01-20 15:41:33
192,176,WatchEvent,2013-01-20 16:01:18
115,176,WatchEvent,2013-01-20 16:03:03
192,176,WatchEvent,2013-01-20 16:05:19
192,176,WatchEvent,2013-01-20 16:05:21
192,176,WatchEvent,2013-01-20 16:06:19
192,176,WatchEvent,2013-01-20 16:06:21
192,176,WatchEvent,2013-01-20 16:06:22
192,268,WatchEvent,2013-01-20 16:16:53
115,176,WatchEvent,2013-01-20 16:59:52
115,176,ForkEvent,2013-01-20 17:16:20
115,176,PullRequestEvent,2013-01-20 17:23:41
7,12,PushEvent,2013-01-20 18:29:24
7,12,PushEvent,2013-01-20 19:33:19
249,266,WatchEvent,2013-01-20 22:01:40
249,266,FollowEvent,2013-01-20 22:41:25
67,268,WatchEvent,2013-01-20 23:06:52
