id.A,id.B,event_type,time_point
23,57,Calls,2008-10-01 04:17:03
23,57,Calls,2008-10-01 04:18:17
60,0,SMS,2008-10-01 10:22:45
30,15,SMS,2008-10-01 15:38:24
23,57,Calls,2008-10-01 22:36:19
23,57,Calls,2008-10-02 02:09:10
30,15,SMS,2008-10-02 06:01:21
0,60,SMS,2008-10-02 06:51:01
30,15,SMS,2008-10-02 07:01:21
0,60,SMS,2008-10-02 07:51:01
30,15,SMS,2008-10-02 08:01:21
0,60,SMS,2008-10-02 08:51:01
23,57,SMS,2008-10-02 10:22:49
23,57,SMS,2008-10-02 11:22:49
61,64,Proximity,2008-10-02 16:16:21
48,7,Proximity,2008-10-02 16:17:26
19,27,Proximity,2008-10-02 16:46:01
19,27,Proximity,2008-10-02 17:09:39
50,54,Calls,2008-10-02 17:13:13
61,64,Proximity,2008-10-02 17:14:55
50,54,Calls,2008-10-02 17:18:32
61,64,Proximity,2008-10-02 17:20:27
61,64,Proximity,2008-10-02 17:30:52
54,6,SMS,2008-10-02 17:32:04
61,64,Proximity,2008-10-02 17:36:03
61,64,Proximity,2008-10-02 17:41:14
61,64,Proximity,2008-10-02 17:46:26
61,64,Proximity,2008-10-02 17:51:39
54,6,SMS,2008-10-02 18:32:04
51,6,SMS,2008-10-02 18:32:04
3,6,SMS,2008-10-02 18:32:04
50,66,Calls,2008-10-02 20:54:51
43,45,Calls,2008-10-02 21:47:22
45,43,Calls,2008-10-02 21:47:30
0,60,Calls,2008-10-02 21:51:40
50,66,Calls,2008-10-02 21:53:59
50,34,Calls,2008-10-02 21:54:33
43,70,Calls,2008-10-02 21:54:42
70,43,Calls,2008-10-02 21:54:52
45,43,Calls,2008-10-02 22:21:46
45,43,Calls,2008-10-02 22:23:13
43,45,Calls,2008-10-02 22:23:34
3,6,Calls,2008-10-02 22:37:45
51,6,Calls,2008-10-02 22:37:45
54,6,Calls,2008-10-02 22:37:45
51,6,Calls,2008-10-02 22:45:25
54,6,Calls,2008-10-02 22:45:25
3,6,Calls,2008-10-02 22:45:25
70,29,Calls,2008-10-02 22:53:55
43,45,Calls,2008-10-02 23:26:20
45,43,Calls,2008-10-02 23:26:31
23,57,Calls,2008-10-03 00:51:59
23,57,Calls,2008-10-03 00:54:54
50,66,Calls,2008-10-03 01:35:53
43,11,Calls,2008-10-03 02:45:18
43,11,Calls,2008-10-03 02:50:56
18,17,Calls,2008-10-03 03:47:31
18,21,Calls,2008-10-03 06:46:20
0,60,SMS,2008-10-03 10:27:37
0,60,SMS,2008-10-03 11:27:37
0,60,SMS,2008-10-03 12:27:37
19,29,Calls,2008-10-03 12:35:19
29,19,Calls,2008-10-03 12:35:33
18,21,Calls,2008-10-03 13:51:41
19,29,Calls,2008-10-03 14:28:35
29,19,Calls,2008-10-03 14:28:43
15,30,SMS,2008-10-03 17:49:59
15,30,SMS,2008-10-03 18:49:59
0,60,Calls,2008-10-03 19:10:18
30,15,SMS,2008-10-03 19:48:05
4,44,Calls,2008-10-03 20:14:32
42,33,Calls,2008-10-03 20:34:07
30,15,SMS,2008-10-03 20:48:05
69,63,Proximity,2008-10-03 21:19:19
69,63,Proximity,2008-10-03 21:24:31
69,63,Proximity,2008-10-03 21:29:47
35,41,Calls,2008-10-03 21:35:35
41,35,Calls,2008-10-03 21:35:58
30,15,SMS,2008-10-03 21:48:05
23,57,Calls,2008-10-03 22:38:15
42,50,Calls,2008-10-03 23:15:31
41,65,Calls,2008-10-03 23:22:21
23,57,Calls,2008-10-03 23:25:41
54,6,Calls,2008-10-03 23:28:04
3,6,Calls,2008-10-03 23:28:04
51,6,Calls,2008-10-03 23:28:04
41,8,Calls,2008-10-03 23:34:52
21,31,Calls,2008-10-03 23:48:09
53,31,Calls,2008-10-03 23:48:09
54,8,Calls,2008-10-03 23:48:42
3,8,Calls,2008-10-03 23:48:42
51,8,Calls,2008-10-03 23:48:42
51,8,Calls,2008-10-03 23:48:57
54,8,Calls,2008-10-03 23:48:57
3,8,Calls,2008-10-03 23:48:57
28,67,Calls,2008-10-04 00:14:11
60,0,Proximity,2008-10-04 00:23:17
60,0,Proximity,2008-10-04 00:44:45
60,0,Proximity,2008-10-04 00:47:22
31,53,Calls,2008-10-04 00:48:18
60,0,Proximity,2008-10-04 00:57:46
28,67,Calls,2008-10-04 01:48:41
28,76,Calls,2008-10-04 01:48:41
28,67,Calls,2008-10-04 01:49:08
57,23,Calls,2008-10-04 02:22:49
23,57,Calls,2008-10-04 02:23:06
57,23,Calls,2008-10-04 02:35:37
23,57,Calls,2008-10-04 02:35:55
3,8,Calls,2008-10-04 03:22:34
51,8,Calls,2008-10-04 03:22:34
54,8,Calls,2008-10-04 03:22:34
30,10,Calls,2008-10-04 03:37:23
51,6,Calls,2008-10-04 04:32:44
54,6,Calls,2008-10-04 04:32:44
3,6,Calls,2008-10-04 04:32:44
51,8,Calls,2008-10-04 04:33:12
54,8,Calls,2008-10-04 04:33:12
3,8,Calls,2008-10-04 04:33:12
60,0,Calls,2008-10-04 04:59:35
0,60,Calls,2008-10-04 04:59:42
60,0,SMS,2008-10-04 08:23:44
60,0,SMS,2008-10-04 09:23:44
60,0,SMS,2008-10-04 10:59:26
60,0,SMS,2008-10-04 11:00:03
60,0,SMS,2008-10-04 11:23:44
60,0,SMS,2008-10-04 11:59:26
60,0,SMS,2008-10-04 12:00:03
60,0,SMS,2008-10-04 12:23:44
63,43,Proximity,2008-10-04 12:37:29
60,0,SMS,2008-10-04 12:46:07
63,43,Proximity,2008-10-04 12:55:43
0,60,SMS,2008-10-04 13:23:45
60,0,SMS,2008-10-04 13:25:38
0,60,SMS,2008-10-04 13:46:07
60,0,SMS,2008-10-04 13:59:26
60,0,SMS,2008-10-04 14:00:03
0,60,Calls,2008-10-04 14:07:30
0,60,SMS,2008-10-04 14:23:45
60,0,SMS,2008-10-04 14:25:38
57,23,Calls,2008-10-04 14:42:54
23,57,Calls,2008-10-04 14:43:12
57,23,Calls,2008-10-04 14:46:01
60,0,SMS,2008-10-04 14:46:07
0,60,SMS,2008-10-04 14:46:07
23,57,Calls,2008-10-04 14:46:18
60,0,SMS,2008-10-04 14:59:26
60,0,SMS,2008-10-04 15:00:03
0,60,SMS,2008-10-04 15:23:45
60,0,SMS,2008-10-04 15:46:07
0,60,SMS,2008-10-04 15:46:07
63,43,Proximity,2008-10-04 16:17:19
60,0,SMS,2008-10-04 16:25:38
29,19,Calls,2008-10-04 16:26:39
19,29,Calls,2008-10-04 16:27:08
29,19,Calls,2008-10-04 16:48:44
19,29,Calls,2008-10-04 16:49:10
19,29,Calls,2008-10-04 17:03:23
29,19,Calls,2008-10-04 17:03:44
29,19,Calls,2008-10-04 17:09:04
19,29,Calls,2008-10-04 17:09:11
60,0,SMS,2008-10-04 17:25:38
60,0,Calls,2008-10-04 17:54:29
0,60,Calls,2008-10-04 17:54:46
60,0,Calls,2008-10-04 18:20:22
0,60,Calls,2008-10-04 18:20:43
0,60,SMS,2008-10-04 18:24:59
0,60,SMS,2008-10-04 19:24:59
60,0,Calls,2008-10-04 19:57:07
0,60,Calls,2008-10-04 19:57:23
0,60,SMS,2008-10-04 20:24:59
51,8,Calls,2008-10-04 20:27:10
54,8,Calls,2008-10-04 20:27:10
3,8,Calls,2008-10-04 20:27:10
63,43,Proximity,2008-10-04 20:32:03
63,43,Proximity,2008-10-04 20:38:32
63,43,Proximity,2008-10-04 20:49:33
63,43,Proximity,2008-10-04 20:56:47
60,0,Calls,2008-10-04 20:59:05
0,60,Calls,2008-10-04 20:59:22
63,43,Proximity,2008-10-04 21:23:17
60,0,Calls,2008-10-04 21:24:02
0,60,Calls,2008-10-04 21:24:12
63,43,Proximity,2008-10-04 21:28:29
63,43,Proximity,2008-10-04 21:37:48
60,0,Calls,2008-10-04 21:43:01
0,60,Calls,2008-10-04 21:43:05
63,43,Proximity,2008-10-04 22:08:04
63,43,Proximity,2008-10-04 22:20:27
63,43,Proximity,2008-10-04 22:33:38
23,57,SMS,2008-10-04 23:13:29
35,67,Calls,2008-10-04 23:42:09
69,63,Proximity,2008-10-05 00:02:29
60,0,Calls,2008-10-05 00:06:51
0,60,Calls,2008-10-05 00:07:16
57,23,SMS,2008-10-05 00:13:26
23,57,SMS,2008-10-05 00:13:29
57,23,SMS,2008-10-05 00:13:33
63,43,Proximity,2008-10-05 00:21:30
63,43,Proximity,2008-10-05 00:27:31
60,0,Calls,2008-10-05 00:30:49
0,60,Calls,2008-10-05 00:30:55
63,43,Proximity,2008-10-05 00:36:16
60,0,Calls,2008-10-05 00:37:59
0,60,Calls,2008-10-05 00:38:00
63,43,Proximity,2008-10-05 00:46:43
3,20,Calls,2008-10-05 00:52:00
54,20,Calls,2008-10-05 00:52:00
51,20,Calls,2008-10-05 00:52:00
61,73,Calls,2008-10-05 01:44:03
61,73,Calls,2008-10-05 03:06:42
61,73,Calls,2008-10-05 03:09:44
46,73,Calls,2008-10-05 03:11:43
60,0,SMS,2008-10-05 03:40:55
63,43,Proximity,2008-10-05 03:47:57
23,57,Calls,2008-10-05 03:48:05
57,23,Calls,2008-10-05 03:48:20
57,23,Calls,2008-10-05 03:49:59
23,57,Calls,2008-10-05 03:50:01
63,43,Proximity,2008-10-05 03:53:07
63,43,Proximity,2008-10-05 03:58:19
63,43,Proximity,2008-10-05 04:03:29
63,43,Proximity,2008-10-05 04:08:39
63,43,Proximity,2008-10-05 04:13:49
63,43,Proximity,2008-10-05 04:19:02
63,43,Proximity,2008-10-05 04:24:12
57,23,Calls,2008-10-05 04:26:23
23,57,Calls,2008-10-05 04:26:44
63,43,Proximity,2008-10-05 04:29:22
63,43,Proximity,2008-10-05 04:34:32
60,0,SMS,2008-10-05 04:40:55
63,43,Proximity,2008-10-05 04:44:55
63,43,Proximity,2008-10-05 04:50:05
23,57,Calls,2008-10-05 04:51:35
57,23,Calls,2008-10-05 04:51:35
63,43,Proximity,2008-10-05 04:55:15
57,23,Calls,2008-10-05 04:57:27
23,57,Calls,2008-10-05 04:57:27
63,43,Proximity,2008-10-05 05:00:27
63,43,Proximity,2008-10-05 05:05:37
63,43,Proximity,2008-10-05 05:10:47
63,43,Proximity,2008-10-05 05:15:57
63,43,Proximity,2008-10-05 05:21:10
63,43,Proximity,2008-10-05 05:26:20
63,43,Proximity,2008-10-05 05:31:30
63,43,Proximity,2008-10-05 05:36:40
63,43,Proximity,2008-10-05 05:41:52
63,43,Proximity,2008-10-05 05:47:03
63,43,Proximity,2008-10-05 05:52:13
61,73,Calls,2008-10-05 06:03:08
63,43,Proximity,2008-10-05 06:07:45
63,43,Proximity,2008-10-05 06:12:55
63,43,Proximity,2008-10-05 06:18:05
63,43,Proximity,2008-10-05 06:23:18
63,43,Proximity,2008-10-05 06:28:28
63,43,Proximity,2008-10-05 06:33:38
63,43,Proximity,2008-10-05 06:38:48
60,0,SMS,2008-10-05 06:40:55
63,43,Proximity,2008-10-05 06:44:00
63,43,Proximity,2008-10-05 06:49:11
63,43,Proximity,2008-10-05 06:54:20
63,43,Proximity,2008-10-05 06:59:31
63,43,Proximity,2008-10-05 07:04:43
63,43,Proximity,2008-10-05 07:20:14
63,43,Proximity,2008-10-05 07:25:26
63,43,Proximity,2008-10-05 07:30:36
61,73,SMS,2008-10-05 07:32:40
61,73,SMS,2008-10-05 07:33:58
63,43,Proximity,2008-10-05 07:35:46
60,0,SMS,2008-10-05 07:40:55
63,43,Proximity,2008-10-05 07:40:56
63,43,Proximity,2008-10-05 07:46:08
63,43,Proximity,2008-10-05 07:51:19
63,43,Proximity,2008-10-05 07:56:29
63,43,Proximity,2008-10-05 08:01:39
63,43,Proximity,2008-10-05 08:06:51
63,43,Proximity,2008-10-05 08:12:01
63,43,Proximity,2008-10-05 08:17:11
63,43,Proximity,2008-10-05 08:22:22
61,73,SMS,2008-10-05 08:32:40
63,43,Proximity,2008-10-05 08:32:44
61,73,SMS,2008-10-05 08:33:58
63,43,Proximity,2008-10-05 08:37:54
63,43,Proximity,2008-10-05 08:43:04
63,43,Proximity,2008-10-05 08:48:16
63,43,Proximity,2008-10-05 08:53:27
63,43,Proximity,2008-10-05 08:58:37
63,43,Proximity,2008-10-05 09:03:47
63,43,Proximity,2008-10-05 09:08:59
63,43,Proximity,2008-10-05 09:28:58
29,19,Calls,2008-10-05 09:52:01
19,29,Calls,2008-10-05 09:52:07
0,60,Calls,2008-10-05 11:41:09
60,0,Calls,2008-10-05 11:41:09
63,43,Proximity,2008-10-05 12:29:45
69,63,Proximity,2008-10-05 12:40:57
54,6,SMS,2008-10-05 12:54:06
54,6,SMS,2008-10-05 12:55:51
63,43,Proximity,2008-10-05 12:56:02
63,43,Proximity,2008-10-05 13:01:45
63,43,Proximity,2008-10-05 13:06:55
60,0,Calls,2008-10-05 13:29:56
0,60,Calls,2008-10-05 13:29:57
61,73,Calls,2008-10-05 13:48:30
51,6,SMS,2008-10-05 13:52:52
54,6,SMS,2008-10-05 13:52:52
3,6,SMS,2008-10-05 13:52:52
54,6,SMS,2008-10-05 13:54:06
51,6,SMS,2008-10-05 13:54:06
3,6,SMS,2008-10-05 13:54:06
61,73,Calls,2008-10-05 13:55:04
54,6,SMS,2008-10-05 13:55:29
51,6,SMS,2008-10-05 13:55:29
3,6,SMS,2008-10-05 13:55:29
51,6,SMS,2008-10-05 13:55:51
3,6,SMS,2008-10-05 13:55:51
54,6,SMS,2008-10-05 13:55:51
54,6,SMS,2008-10-05 13:57:20
51,6,SMS,2008-10-05 13:57:20
3,6,SMS,2008-10-05 13:57:20
61,73,Calls,2008-10-05 13:58:21
54,6,Calls,2008-10-05 15:30:58
3,6,Calls,2008-10-05 15:30:58
51,6,Calls,2008-10-05 15:30:58
19,37,Proximity,2008-10-05 16:09:43
19,37,Proximity,2008-10-05 16:14:58
30,57,SMS,2008-10-05 17:36:47
51,6,Calls,2008-10-05 17:51:48
54,6,Calls,2008-10-05 17:51:48
3,6,Calls,2008-10-05 17:51:48
30,57,SMS,2008-10-05 18:36:47
46,73,Calls,2008-10-05 19:16:40
30,57,SMS,2008-10-05 19:36:47
57,30,SMS,2008-10-05 19:36:48
0,60,Calls,2008-10-05 20:41:31
0,60,Calls,2008-10-05 21:05:36
60,0,Calls,2008-10-05 21:05:37
51,6,Calls,2008-10-05 21:54:13
54,6,Calls,2008-10-05 21:54:13
3,6,Calls,2008-10-05 21:54:13
4,44,Calls,2008-10-05 23:05:16
54,6,Calls,2008-10-05 23:06:02
3,6,Calls,2008-10-05 23:06:02
51,6,Calls,2008-10-05 23:06:02
57,30,Calls,2008-10-05 23:54:13
30,57,Calls,2008-10-05 23:54:32
57,30,Calls,2008-10-05 23:55:25
57,30,Calls,2008-10-05 23:56:12
45,70,Calls,2008-10-06 00:59:40
45,43,Calls,2008-10-06 01:00:42
43,45,Calls,2008-10-06 01:01:00
45,22,Calls,2008-10-06 01:01:50
22,45,Calls,2008-10-06 01:02:00
45,19,Calls,2008-10-06 01:03:23
63,43,Proximity,2008-10-06 01:59:35
63,43,Proximity,2008-10-06 02:04:47
63,43,Proximity,2008-10-06 02:20:18
50,66,Calls,2008-10-06 02:22:20
63,43,Proximity,2008-10-06 02:25:30
63,43,Proximity,2008-10-06 02:30:40
63,43,Proximity,2008-10-06 02:35:50
63,43,Proximity,2008-10-06 02:41:01
63,43,Proximity,2008-10-06 02:46:13
63,43,Proximity,2008-10-06 02:51:23
63,43,Proximity,2008-10-06 02:56:33
63,43,Proximity,2008-10-06 03:01:43
63,43,Proximity,2008-10-06 03:06:56
50,54,Calls,2008-10-06 03:10:25
63,43,Proximity,2008-10-06 03:12:06
61,64,Proximity,2008-10-06 03:15:00
63,43,Proximity,2008-10-06 03:17:16
63,43,Proximity,2008-10-06 03:22:26
61,64,Proximity,2008-10-06 03:25:23
63,43,Proximity,2008-10-06 03:27:38
61,64,Proximity,2008-10-06 03:30:33
63,43,Proximity,2008-10-06 03:32:48
61,64,Proximity,2008-10-06 03:40:55
63,43,Proximity,2008-10-06 03:43:09
61,64,Proximity,2008-10-06 03:46:06
63,43,Proximity,2008-10-06 03:48:21
28,67,Calls,2008-10-06 03:52:14
63,43,Proximity,2008-10-06 03:53:31
61,64,Proximity,2008-10-06 03:56:26
63,43,Proximity,2008-10-06 03:58:41
61,64,Proximity,2008-10-06 04:01:38
63,43,Proximity,2008-10-06 04:03:51
61,64,Proximity,2008-10-06 04:06:48
63,43,Proximity,2008-10-06 04:09:04
61,64,Proximity,2008-10-06 04:11:58
63,43,Proximity,2008-10-06 04:14:14
61,64,Proximity,2008-10-06 04:17:09
63,43,Proximity,2008-10-06 04:19:24
61,64,Proximity,2008-10-06 04:22:21
63,43,Proximity,2008-10-06 04:24:34
61,64,Proximity,2008-10-06 04:27:31
63,43,Proximity,2008-10-06 04:29:46
61,64,Proximity,2008-10-06 04:32:41
63,43,Proximity,2008-10-06 04:34:57
61,64,Proximity,2008-10-06 04:37:51
63,43,Proximity,2008-10-06 04:40:07
61,64,Proximity,2008-10-06 04:43:04
63,43,Proximity,2008-10-06 04:45:17
61,64,Proximity,2008-10-06 04:48:14
63,43,Proximity,2008-10-06 04:50:29
61,64,Proximity,2008-10-06 04:53:24
61,64,Proximity,2008-10-06 04:58:34
63,43,Proximity,2008-10-06 05:00:49
61,64,Proximity,2008-10-06 05:03:46
63,43,Proximity,2008-10-06 05:06:00
61,64,Proximity,2008-10-06 05:08:57
63,43,Proximity,2008-10-06 05:11:12
61,64,Proximity,2008-10-06 05:14:07
63,43,Proximity,2008-10-06 05:16:22
61,64,Proximity,2008-10-06 05:19:17
61,64,Proximity,2008-10-06 05:24:29
63,43,Proximity,2008-10-06 05:26:42
61,64,Proximity,2008-10-06 05:29:39
63,43,Proximity,2008-10-06 05:31:55
63,43,Proximity,2008-10-06 05:37:05
61,64,Proximity,2008-10-06 05:40:00
61,64,Proximity,2008-10-06 05:45:12
63,43,Proximity,2008-10-06 05:47:25
61,64,Proximity,2008-10-06 05:50:22
63,43,Proximity,2008-10-06 05:52:37
61,64,Proximity,2008-10-06 05:55:32
61,64,Proximity,2008-10-06 06:00:42
63,43,Proximity,2008-10-06 06:02:58
61,64,Proximity,2008-10-06 06:05:55
61,64,Proximity,2008-10-06 06:11:05
63,43,Proximity,2008-10-06 06:13:20
61,64,Proximity,2008-10-06 06:16:15
61,64,Proximity,2008-10-06 06:21:25
61,64,Proximity,2008-10-06 06:26:37
63,43,Proximity,2008-10-06 06:28:50
61,64,Proximity,2008-10-06 06:31:48
63,43,Proximity,2008-10-06 06:34:03
61,64,Proximity,2008-10-06 06:36:58
63,43,Proximity,2008-10-06 06:39:13
61,64,Proximity,2008-10-06 06:42:08
61,64,Proximity,2008-10-06 06:47:20
63,43,Proximity,2008-10-06 06:49:33
61,64,Proximity,2008-10-06 06:52:30
61,64,Proximity,2008-10-06 06:57:40
61,64,Proximity,2008-10-06 07:02:51
61,64,Proximity,2008-10-06 07:08:03
63,43,Proximity,2008-10-06 07:10:16
61,64,Proximity,2008-10-06 07:13:13
63,43,Proximity,2008-10-06 07:15:28
61,64,Proximity,2008-10-06 07:18:23
63,43,Proximity,2008-10-06 07:20:38
61,64,Proximity,2008-10-06 07:23:33
61,64,Proximity,2008-10-06 07:28:46
63,43,Proximity,2008-10-06 07:30:58
61,64,Proximity,2008-10-06 07:33:56
61,64,Proximity,2008-10-06 07:39:06
61,64,Proximity,2008-10-06 07:44:16
63,43,Proximity,2008-10-06 07:46:31
61,64,Proximity,2008-10-06 07:49:28
61,64,Proximity,2008-10-06 07:54:39
61,64,Proximity,2008-10-06 07:59:49
61,64,Proximity,2008-10-06 08:04:59
63,43,Proximity,2008-10-06 08:07:14
61,64,Proximity,2008-10-06 08:10:11
61,64,Proximity,2008-10-06 08:15:22
61,64,Proximity,2008-10-06 08:20:32
63,43,Proximity,2008-10-06 08:22:46
61,64,Proximity,2008-10-06 08:25:42
61,64,Proximity,2008-10-06 08:30:54
63,43,Proximity,2008-10-06 08:33:07
61,64,Proximity,2008-10-06 08:36:04
61,64,Proximity,2008-10-06 08:41:15
63,43,Proximity,2008-10-06 08:43:29
61,64,Proximity,2008-10-06 08:46:25
63,43,Proximity,2008-10-06 08:48:39
61,64,Proximity,2008-10-06 08:51:37
61,64,Proximity,2008-10-06 08:56:47
61,64,Proximity,2008-10-06 09:01:57
61,64,Proximity,2008-10-06 09:07:07
61,64,Proximity,2008-10-06 09:12:20
61,64,Proximity,2008-10-06 09:17:30
61,64,Proximity,2008-10-06 09:22:40
61,64,Proximity,2008-10-06 09:27:50
61,64,Proximity,2008-10-06 09:33:03
61,64,Proximity,2008-10-06 09:43:23
61,64,Proximity,2008-10-06 09:48:33
61,64,Proximity,2008-10-06 09:53:45
61,64,Proximity,2008-10-06 09:58:56
61,64,Proximity,2008-10-06 10:04:06
61,64,Proximity,2008-10-06 10:09:16
61,64,Proximity,2008-10-06 10:14:28
61,64,Proximity,2008-10-06 10:19:38
61,64,Proximity,2008-10-06 10:24:49
61,64,Proximity,2008-10-06 10:29:59
61,64,Proximity,2008-10-06 10:35:11
61,64,Proximity,2008-10-06 10:40:21
61,64,Proximity,2008-10-06 10:45:31
61,64,Proximity,2008-10-06 10:50:41
61,64,Proximity,2008-10-06 10:55:54
61,64,Proximity,2008-10-06 11:01:04
61,64,Proximity,2008-10-06 11:06:14
61,64,Proximity,2008-10-06 11:11:24
61,64,Proximity,2008-10-06 11:16:37
61,64,Proximity,2008-10-06 11:21:47
61,64,Proximity,2008-10-06 11:26:57
61,64,Proximity,2008-10-06 11:32:07
17,43,SMS,2008-10-06 12:49:05
54,6,SMS,2008-10-06 13:32:01
54,6,SMS,2008-10-06 14:32:01
51,6,SMS,2008-10-06 14:32:01
3,6,SMS,2008-10-06 14:32:01
42,69,Calls,2008-10-06 15:02:34
19,29,Calls,2008-10-06 16:31:42
29,19,Calls,2008-10-06 16:31:53
29,19,Calls,2008-10-06 16:32:31
54,6,SMS,2008-10-06 16:58:53
54,6,SMS,2008-10-06 17:58:53
51,6,SMS,2008-10-06 17:58:53
3,6,SMS,2008-10-06 17:58:53
69,42,Calls,2008-10-06 18:01:48
42,69,Calls,2008-10-06 18:02:08
42,69,Calls,2008-10-06 20:58:27
69,42,Calls,2008-10-06 20:58:30
3,6,Calls,2008-10-06 21:32:45
51,6,Calls,2008-10-06 21:32:45
54,6,Calls,2008-10-06 21:32:45
23,57,Calls,2008-10-06 21:47:09
23,57,Calls,2008-10-06 21:47:29
23,57,Calls,2008-10-06 21:51:17
54,6,Calls,2008-10-06 21:54:57
3,6,Calls,2008-10-06 21:54:57
51,6,Calls,2008-10-06 21:54:57
51,6,Calls,2008-10-06 22:19:16
54,6,Calls,2008-10-06 22:19:16
3,6,Calls,2008-10-06 22:19:16
51,6,Calls,2008-10-06 22:26:56
54,6,Calls,2008-10-06 22:26:56
3,6,Calls,2008-10-06 22:26:56
51,6,Calls,2008-10-06 22:28:13
54,6,Calls,2008-10-06 22:28:13
3,6,Calls,2008-10-06 22:28:13
0,60,Calls,2008-10-06 22:49:35
0,60,Calls,2008-10-06 22:50:33
0,60,Calls,2008-10-06 22:51:06
60,0,Calls,2008-10-06 22:51:07
0,60,Calls,2008-10-06 22:54:10
60,0,Calls,2008-10-06 22:54:11
51,6,Calls,2008-10-06 23:07:30
54,6,Calls,2008-10-06 23:07:30
3,6,Calls,2008-10-06 23:07:30
60,0,Calls,2008-10-06 23:41:36
0,60,Calls,2008-10-06 23:41:56
60,0,Calls,2008-10-06 23:53:40
0,60,Calls,2008-10-06 23:53:55
54,6,Calls,2008-10-07 00:14:36
3,6,Calls,2008-10-07 00:14:36
51,6,Calls,2008-10-07 00:14:36
54,6,Calls,2008-10-07 00:20:45
3,6,Calls,2008-10-07 00:20:45
51,6,Calls,2008-10-07 00:20:45
3,8,Calls,2008-10-07 00:24:30
51,8,Calls,2008-10-07 00:24:30
54,8,Calls,2008-10-07 00:24:30
54,8,Calls,2008-10-07 00:24:43
3,8,Calls,2008-10-07 00:24:43
51,8,Calls,2008-10-07 00:24:43
