item.u,item.v,item.t,item.T
18,57,1082581635,Communication
18,57,1082581637,Communication
18,51,1082581988,Communication
82,58,1082582060,Communication
50,69,1082582077,Communication
37,57,1082582431,Communication
40,57,1082583643,Communication
62,78,1082583685,Communication
40,62,1082583693,Communication
66,58,1082583959,Communication
40,62,1082584335,Communication
40,57,1082584702,Communication
43,83,1082585266,Communication
18,84,1082585806,Communication
18,71,1082585894,Communication
2,83,1082586642,Communication
18,7,1082586796,Communication
18,57,1082586871,Communication
83,85,1082587433,Communication
82,57,1082587603,Communication
35,59,1082587632,Communication
85,47,1082587831,Communication
86,62,1082588109,Communication
35,87,1082588289,Communication
86,7,1082588550,Communication
35,88,1082588983,Communication
89,55,1082589002,Communication
35,89,1082589059,Communication
35,83,1082589118,Communication
90,91,1082589175,Communication
35,92,1082589360,Communication
90,91,1082589425,Communication
35,89,1082589441,Communication
90,91,1082589581,Communication
35,59,1082589801,Communication
35,83,1082590292,Communication
50,57,1082590412,Communication
93,83,1082590504,Communication
35,83,1082590870,Communication
93,83,1082590889,Communication
93,83,1082591264,Communication
68,83,1082591364,Communication
68,94,1082591395,Communication
86,7,1082591660,Communication
2,83,1082592049,Communication
2,83,1082592296,Communication
47,85,1082592817,Communication
83,7,1082593887,Communication
90,80,1082594822,Communication
95,87,1082594995,Communication
7,83,1082595973,Communication
83,7,1082596890,Communication
90,46,1082597173,Communication
96,97,1082597822,Communication
97,96,1082597976,Communication
96,97,1082598011,Communication
47,96,1082598120,Communication
98,7,1082598432,Communication
98,7,1082598446,Communication
96,47,1082598576,Communication
99,100,1082598793,Communication
101,96,1082598889,Communication
96,47,1082599200,Communication
96,101,1082599211,Communication
100,99,1082599573,Communication
47,57,1082599634,Communication
96,47,1082599663,Communication
102,71,1082602684,Communication
102,57,1082603045,Communication
103,58,1082605188,Communication
103,58,1082605197,Communication
102,71,1082607708,Communication
104,55,1082621116,Communication
105,71,1082621283,Communication
104,60,1082621566,Communication
104,7,1082621651,Communication
104,32,1082622103,Communication
104,106,1082622417,Communication
104,80,1082622850,Communication
43,101,1082623671,Communication
35,104,1082626917,Communication
35,103,1082627495,Communication
33,107,1082627779,Communication
33,108,1082628343,Communication
35,109,1082628540,Communication
110,111,1082629153,Communication
33,57,1082630061,Communication
35,112,1082630316,Communication
35,108,1082630340,Communication
78,108,1082631107,Communication
113,104,1082631276,Communication
100,114,1082631373,Communication
55,89,1082632175,Communication
55,104,1082632209,Communication
55,67,1082632251,Communication
28,57,1082633570,Communication
86,57,1082633810,Communication
43,115,1082634306,Communication
43,116,1082634880,Communication
43,116,1082634912,Communication
43,78,1082635439,Communication
79,57,1082635859,Communication
95,31,1082637030,Communication
117,99,1082637952,Communication
118,119,1082638288,Communication
118,119,1082638304,Communication
119,118,1082638375,Communication
119,74,1082638450,Communication
118,119,1082638549,Communication
119,118,1082638572,Communication
118,57,1082638648,Communication
73,72,1082639001,Communication
117,119,1082639596,Communication
120,107,1082640086,Communication
71,105,1082640310,Communication
43,91,1082641131,Communication
25,121,1082641546,Communication
43,78,1082643028,Communication
0,122,1082643822,Communication
95,123,1082645046,Communication
124,125,1082645132,Communication
35,103,1082646264,Communication
43,78,1082647818,Communication
43,78,1082648460,Communication
35,123,1082648598,Communication
35,126,1082649228,Communication
35,127,1082649279,Communication
43,78,1082649512,Communication
43,128,1082649626,Communication
43,115,1082649789,Communication
8,119,1082649932,Communication
78,57,1082650331,Communication
35,108,1082651446,Communication
123,108,1082651574,Communication
35,108,1082651746,Communication
123,60,1082651822,Communication
123,71,1082652024,Communication
35,108,1082652527,Communication
35,111,1082652868,Communication
123,84,1082653111,Communication
84,123,1082653225,Communication
31,129,1082653291,Communication
35,111,1082653325,Communication
123,84,1082653368,Communication
71,123,1082654256,Communication
123,7,1082654513,Communication
130,29,1082654841,Communication
98,125,1082655625,Communication
102,71,1082656004,Communication
102,71,1082656365,Communication
102,62,1082656642,Communication
102,116,1082656739,Communication
102,71,1082657123,Communication
130,29,1082659096,Communication
68,94,1082659786,Communication
68,123,1082659804,Communication
68,78,1082659815,Communication
131,29,1082659834,Communication
35,98,1082660167,Communication
35,132,1082660212,Communication
35,59,1082660254,Communication
35,133,1082660456,Communication
35,132,1082660529,Communication
35,80,1082660682,Communication
102,71,1082660959,Communication
102,134,1082661180,Communication
132,134,1082661264,Communication
134,132,1082661305,Communication
35,132,1082661315,Communication
102,134,1082661327,Communication
18,51,1082661550,Communication
132,134,1082661558,Communication
102,134,1082661626,Communication
102,134,1082661674,Communication
134,132,1082661680,Communication
132,134,1082661744,Communication
35,132,1082661758,Communication
35,132,1082662212,Communication
35,132,1082663009,Communication
8,108,1082665072,Communication
8,108,1082666066,Communication
61,135,1082667064,Communication
95,31,1082667612,Communication
136,137,1082668657,Communication
95,136,1082668856,Communication
18,119,1082669059,Communication
43,89,1082669070,Communication
95,136,1082669084,Communication
136,137,1082669093,Communication
18,138,1082669503,Communication
43,59,1082670054,Communication
43,87,1082670146,Communication
43,101,1082670217,Communication
43,89,1082670270,Communication
18,110,1082670279,Communication
43,89,1082670485,Communication
8,31,1082670509,Communication
43,89,1082670658,Communication
43,89,1082670829,Communication
102,62,1082671042,Communication
102,71,1082671089,Communication
37,85,1082671140,Communication
139,104,1082671177,Communication
102,71,1082671667,Communication
37,85,1082672160,Communication
37,100,1082672366,Communication
37,100,1082673121,Communication
37,100,1082673163,Communication
102,100,1082673258,Communication
37,100,1082673368,Communication
102,100,1082673375,Communication
37,60,1082674333,Communication
74,119,1082674337,Communication
37,80,1082674444,Communication
43,140,1082674586,Communication
43,140,1082674682,Communication
43,73,1082675157,Communication
43,126,1082675284,Communication
123,134,1082677447,Communication
139,123,1082677812,Communication
18,81,1082677904,Communication
18,81,1082678199,Communication
18,81,1082678323,Communication
104,55,1082678526,Communication
18,81,1082678584,Communication
123,134,1082678651,Communication
104,57,1082678715,Communication
104,62,1082678729,Communication
18,81,1082678732,Communication
104,60,1082678811,Communication
104,134,1082678995,Communication
123,134,1082679313,Communication
70,71,1082680214,Communication
134,123,1082680446,Communication
8,31,1082680581,Communication
62,104,1082680607,Communication
71,70,1082680842,Communication
141,57,1082680944,Communication
123,134,1082681030,Communication
123,134,1082681219,Communication
142,31,1082681372,Communication
143,98,1082681681,Communication
143,104,1082681822,Communication
143,120,1082681956,Communication
8,108,1082682060,Communication
102,108,1082683283,Communication
102,62,1082683465,Communication
102,62,1082684176,Communication
102,108,1082684314,Communication
47,80,1082684317,Communication
94,80,1082684499,Communication
144,47,1082684541,Communication
94,62,1082684551,Communication
144,94,1082684681,Communication
94,108,1082684685,Communication
144,94,1082684813,Communication
144,47,1082684949,Communication
144,94,1082685111,Communication
144,47,1082685314,Communication
144,47,1082685456,Communication
94,108,1082685527,Communication
95,47,1082685739,Communication
94,108,1082685872,Communication
95,94,1082686140,Communication
95,94,1082686308,Communication
95,47,1082686358,Communication
95,94,1082686527,Communication
104,143,1082687754,Communication
104,62,1082687768,Communication
5,145,1082688636,Communication
43,59,1082709203,Communication
43,104,1082709245,Communication
62,94,1082709668,Communication
43,31,1082711710,Communication
113,104,1082713081,Communication
33,108,1082713259,Communication
35,104,1082713415,Communication
35,108,1082713493,Communication
35,146,1082713985,Communication
43,31,1082714593,Communication
18,119,1082715559,Communication
8,135,1082716651,Communication
8,147,1082716671,Communication
8,148,1082716729,Communication
8,149,1082716776,Communication
8,150,1082716862,Communication
8,151,1082716954,Communication
8,152,1082716974,Communication
8,57,1082716991,Communication
8,57,1082717000,Communication
8,134,1082717023,Communication
8,21,1082717044,Communication
8,7,1082717142,Communication
8,153,1082717237,Communication
8,120,1082717357,Communication
0,134,1082717993,Communication
2,154,1082718237,Communication
35,108,1082718370,Communication
2,154,1082718430,Communication
29,131,1082718884,Communication
2,57,1082719401,Communication
67,55,1082721165,Communication
35,155,1082724270,Communication
130,29,1082725134,Communication
100,50,1082726116,Communication
100,33,1082726345,Communication
8,7,1082726568,Communication
35,72,1082727611,Communication
95,94,1082728281,Communication
8,75,1082729426,Communication
8,7,1082729655,Communication
8,156,1082730498,Communication
18,157,1082731120,Communication
8,57,1082731274,Communication
8,31,1082731606,Communication
43,128,1082735858,Communication
104,134,1082735879,Communication
104,128,1082735955,Communication
43,128,1082736123,Communication
43,128,1082736176,Communication
43,128,1082736216,Communication
50,100,1082736329,Communication
0,158,1082736365,Communication
43,73,1082737862,Communication
43,128,1082738036,Communication
159,71,1082740099,Communication
128,7,1082740948,Communication
35,146,1082741242,Communication
35,108,1082741311,Communication
35,104,1082741398,Communication
35,128,1082741429,Communication
8,7,1082741464,Communication
33,100,1082745220,Communication
160,161,1082746334,Communication
162,71,1082747726,Communication
31,163,1082748705,Communication
57,7,1082749452,Communication
31,57,1082749623,Communication
40,75,1082749964,Communication
40,119,1082750036,Communication
40,131,1082750072,Communication
40,164,1082750110,Communication
40,165,1082750145,Communication
40,156,1082750164,Communication
40,166,1082750210,Communication
40,167,1082750232,Communication
40,168,1082750248,Communication
40,133,1082750278,Communication
55,67,1082750368,Communication
40,55,1082750393,Communication
55,153,1082750421,Communication
55,169,1082750496,Communication
55,170,1082750514,Communication
55,171,1082750526,Communication
102,100,1082750860,Communication
50,156,1082750965,Communication
31,129,1082751108,Communication
7,57,1082751742,Communication
7,163,1082751835,Communication
102,62,1082752582,Communication
102,172,1082752751,Communication
66,153,1082753141,Communication
31,25,1082753641,Communication
95,162,1082754961,Communication
8,57,1082755436,Communication
40,55,1082755480,Communication
8,19,1082755702,Communication
8,164,1082755743,Communication
8,60,1082755904,Communication
102,108,1082756732,Communication
31,154,1082756853,Communication
31,108,1082756917,Communication
31,173,1082756994,Communication
174,49,1082757021,Communication
102,84,1082757502,Communication
123,108,1082757593,Communication
163,7,1082757772,Communication
102,62,1082758236,Communication
37,127,1082758487,Communication
102,62,1082758510,Communication
102,62,1082758569,Communication
18,108,1082758617,Communication
102,62,1082758677,Communication
102,62,1082758753,Communication
160,163,1082758766,Communication
160,163,1082758768,Communication
37,108,1082758816,Communication
40,62,1082758848,Communication
102,62,1082758936,Communication
175,62,1082758956,Communication
40,62,1082758958,Communication
175,62,1082759050,Communication
40,62,1082759073,Communication
160,62,1082759105,Communication
102,62,1082759111,Communication
40,62,1082759116,Communication
175,62,1082759162,Communication
40,62,1082759165,Communication
160,62,1082759175,Communication
102,62,1082759190,Communication
31,163,1082759192,Communication
175,62,1082759213,Communication
40,62,1082759245,Communication
175,62,1082759303,Communication
40,62,1082759310,Communication
160,62,1082759319,Communication
102,62,1082759345,Communication
40,176,1082759370,Communication
40,176,1082759374,Communication
163,177,1082759396,Communication
163,176,1082759413,Communication
31,174,1082759425,Communication
31,176,1082759441,Communication
175,62,1082759466,Communication
163,178,1082759468,Communication
40,62,1082759506,Communication
31,178,1082759520,Communication
40,62,1082759539,Communication
40,62,1082759636,Communication
40,62,1082759659,Communication
40,62,1082759743,Communication
160,62,1082759770,Communication
95,163,1082759884,Communication
40,62,1082759998,Communication
40,176,1082760055,Communication
40,176,1082760095,Communication
40,62,1082760126,Communication
40,176,1082760151,Communication
40,62,1082760214,Communication
160,62,1082760225,Communication
31,176,1082760229,Communication
40,176,1082760239,Communication
31,176,1082760320,Communication
40,176,1082760324,Communication
40,62,1082760356,Communication
40,179,1082760371,Communication
31,176,1082760454,Communication
40,62,1082760471,Communication
160,62,1082760486,Communication
40,176,1082760490,Communication
40,179,1082760512,Communication
176,31,1082760633,Communication
40,62,1082760668,Communication
40,176,1082760685,Communication
179,176,1082760694,Communication
179,176,1082760701,Communication
179,180,1082760770,Communication
40,176,1082760774,Communication
179,181,1082760824,Communication
40,179,1082760907,Communication
40,89,1082760927,Communication
40,62,1082760957,Communication
31,176,1082760983,Communication
40,179,1082761090,Communication
40,62,1082761113,Communication
40,176,1082761126,Communication
176,179,1082761158,Communication
176,179,1082761222,Communication
176,31,1082761270,Communication
40,179,1082761300,Communication
40,176,1082761355,Communication
40,179,1082761360,Communication
31,176,1082761381,Communication
40,62,1082761387,Communication
182,183,1082761481,Communication
40,62,1082761670,Communication
176,31,1082761714,Communication
31,176,1082761774,Communication
40,176,1082761821,Communication
176,31,1082761844,Communication
174,31,1082761883,Communication
31,176,1082761899,Communication
31,174,1082761929,Communication
40,167,1082762000,Communication
174,31,1082762126,Communication
40,167,1082762237,Communication
40,176,1082762245,Communication
176,31,1082762257,Communication
62,173,1082762279,Communication
173,62,1082762297,Communication
62,173,1082762307,Communication
173,62,1082762336,Communication
40,167,1082762347,Communication
40,176,1082762371,Communication
31,174,1082762390,Communication
62,173,1082762402,Communication
173,62,1082762433,Communication
40,167,1082762438,Communication
8,31,1082762460,Communication
40,176,1082762473,Communication
62,173,1082762476,Communication
31,176,1082762483,Communication
174,31,1082762517,Communication
31,174,1082762611,Communication
40,167,1082762645,Communication
40,176,1082762674,Communication
40,167,1082762684,Communication
40,167,1082762692,Communication
62,154,1082762737,Communication
173,62,1082762749,Communication
40,176,1082762768,Communication
176,31,1082762776,Communication
40,167,1082762783,Communication
174,31,1082762794,Communication
62,173,1082762808,Communication
173,62,1082762872,Communication
62,173,1082762893,Communication
40,167,1082762941,Communication
40,176,1082762963,Communication
40,176,1082762996,Communication
31,174,1082763017,Communication
40,176,1082763018,Communication
174,31,1082763210,Communication
174,31,1082763231,Communication
31,174,1082763310,Communication
40,176,1082763388,Communication
40,167,1082763401,Communication
173,62,1082763405,Communication
62,173,1082763464,Communication
40,167,1082763499,Communication
40,167,1082763600,Communication
40,176,1082763628,Communication
40,167,1082763653,Communication
40,176,1082763676,Communication
173,62,1082763703,Communication
62,173,1082763721,Communication
40,167,1082764013,Communication
40,176,1082764066,Communication
40,176,1082764348,Communication
40,176,1082764380,Communication
40,176,1082764726,Communication
8,31,1082764739,Communication
40,176,1082764741,Communication
40,184,1082764751,Communication
40,167,1082764765,Communication
184,146,1082764926,Communication
184,31,1082765093,Communication
40,184,1082765160,Communication
40,176,1082765177,Communication
31,184,1082765317,Communication
185,184,1082765326,Communication
139,184,1082765334,Communication
154,31,1082765335,Communication
31,154,1082765358,Communication
184,185,1082765391,Communication
154,62,1082765449,Communication
40,176,1082765558,Communication
102,176,1082765609,Communication
186,185,1082765753,Communication
184,96,1082765842,Communication
102,96,1082765877,Communication
186,185,1082765895,Communication
40,184,1082765985,Communication
40,184,1082766007,Communication
40,185,1082766048,Communication
40,184,1082766056,Communication
40,185,1082766129,Communication
184,62,1082766306,Communication
40,167,1082766341,Communication
186,185,1082766411,Communication
62,154,1082766483,Communication
62,184,1082766522,Communication
102,57,1082766618,Communication
102,62,1082766673,Communication
186,185,1082766732,Communication
102,187,1082766936,Communication
188,174,1082766944,Communication
188,174,1082766995,Communication
139,184,1082767092,Communication
186,185,1082767095,Communication
184,108,1082767113,Communication
139,184,1082767413,Communication
188,7,1082767956,Communication
101,96,1082767959,Communication
139,184,1082768102,Communication
40,85,1082768241,Communication
40,187,1082768524,Communication
100,99,1082769241,Communication
100,189,1082769860,Communication
190,174,1082769878,Communication
100,189,1082769881,Communication
100,189,1082769911,Communication
100,189,1082769980,Communication
100,189,1082770002,Communication
102,191,1082770053,Communication
100,189,1082770114,Communication
100,189,1082770155,Communication
100,189,1082770168,Communication
100,189,1082770219,Communication
100,189,1082770244,Communication
100,189,1082770255,Communication
100,189,1082770267,Communication
100,189,1082770273,Communication
192,148,1082770316,Communication
100,99,1082770326,Communication
192,189,1082770368,Communication
190,77,1082770403,Communication
100,189,1082770419,Communication
100,189,1082770427,Communication
189,108,1082770493,Communication
100,189,1082770514,Communication
192,189,1082770540,Communication
108,123,1082770830,Communication
102,108,1082770830,Communication
102,189,1082770915,Communication
102,108,1082771103,Communication
102,108,1082771192,Communication
40,191,1082771989,Communication
193,148,1082773129,Communication
193,194,1082773594,Communication
175,19,1082775359,Communication
175,60,1082775364,Communication
175,148,1082775380,Communication
175,119,1082775385,Communication
175,131,1082775390,Communication
175,85,1082775399,Communication
175,96,1082775423,Communication
175,71,1082775447,Communication
175,57,1082775451,Communication
175,7,1082775456,Communication
175,195,1082775659,Communication
175,196,1082775667,Communication
175,197,1082775671,Communication
175,198,1082775680,Communication
175,199,1082775684,Communication
175,189,1082775688,Communication
175,191,1082775693,Communication
175,200,1082775697,Communication
175,187,1082775701,Communication
175,201,1082775708,Communication
175,184,1082775713,Communication
175,202,1082775718,Communication
175,179,1082775731,Communication
175,180,1082775740,Communication
175,176,1082775745,Communication
175,183,1082775753,Communication
175,174,1082775760,Communication
175,165,1082776512,Communication
203,204,1082781313,Communication
203,103,1082781353,Communication
203,183,1082781636,Communication
188,143,1082782188,Communication
2,184,1082800184,Communication
2,31,1082800962,Communication
198,57,1082801087,Communication
62,184,1082801384,Communication
62,198,1082801545,Communication
62,183,1082801592,Communication
198,100,1082801875,Communication
193,198,1082803272,Communication
193,205,1082803366,Communication
193,206,1082803425,Communication
203,122,1082803627,Communication
120,190,1082803777,Communication
174,190,1082803804,Communication
203,128,1082803825,Communication
62,198,1082803874,Communication
100,183,1082803877,Communication
100,207,1082803980,Communication
62,45,1082804057,Communication
62,198,1082805118,Communication
100,87,1082805656,Communication
190,120,1082806359,Communication
190,174,1082806372,Communication
102,176,1082806461,Communication
198,19,1082806563,Communication
183,100,1082806622,Communication
102,131,1082806670,Communication
198,208,1082806921,Communication
100,183,1082807044,Communication
35,104,1082807406,Communication
102,209,1082807459,Communication
35,208,1082807551,Communication
183,100,1082808057,Communication
208,198,1082808182,Communication
198,208,1082808400,Communication
198,209,1082808563,Communication
100,183,1082808897,Communication
183,100,1082810293,Communication
175,100,1082811737,Communication
67,100,1082812140,Communication
31,197,1082812940,Communication
210,100,1082814358,Communication
211,208,1082814366,Communication
210,212,1082814602,Communication
210,92,1082814625,Communication
210,84,1082814672,Communication
188,198,1082814998,Communication
213,214,1082815869,Communication
102,108,1082815909,Communication
102,214,1082815952,Communication
102,81,1082815973,Communication
43,213,1082815993,Communication
102,214,1082816169,Communication
62,198,1082816171,Communication
62,198,1082816208,Communication
102,214,1082816318,Communication
102,214,1082816343,Communication
102,167,1082816428,Communication
213,108,1082816443,Communication
214,66,1082816503,Communication
102,214,1082816532,Communication
213,214,1082816539,Communication
40,214,1082816544,Communication
40,215,1082816565,Communication
102,126,1082816642,Communication
214,61,1082816807,Communication
213,108,1082816905,Communication
175,216,1082817017,Communication
175,215,1082817039,Communication
175,217,1082817198,Communication
102,108,1082817366,Communication
218,123,1082817649,Communication
18,108,1082817776,Communication
62,126,1082818184,Communication
87,100,1082818313,Communication
102,167,1082818495,Communication
102,55,1082818682,Communication
62,126,1082818793,Communication
102,55,1082818831,Communication
213,55,1082818833,Communication
213,55,1082818882,Communication
62,126,1082819034,Communication
50,214,1082819205,Communication
18,174,1082819482,Communication
18,108,1082819510,Communication
43,213,1082819549,Communication
214,50,1082819627,Communication
43,213,1082819811,Communication
18,214,1082819940,Communication
18,214,1082819982,Communication
102,174,1082820400,Communication
43,213,1082820420,Communication
18,214,1082820780,Communication
102,174,1082820816,Communication
213,174,1082820829,Communication
50,214,1082820928,Communication
18,214,1082820952,Communication
213,214,1082821007,Communication
214,50,1082821055,Communication
18,214,1082821160,Communication
95,94,1082821356,Communication
95,31,1082821443,Communication
18,214,1082821444,Communication
95,163,1082821470,Communication
102,214,1082821497,Communication
102,214,1082821664,Communication
18,214,1082821750,Communication
143,184,1082821919,Communication
102,167,1082822025,Communication
219,213,1082822026,Communication
219,31,1082822127,Communication
18,214,1082822139,Communication
143,31,1082822237,Communication
102,174,1082822453,Communication
102,174,1082822544,Communication
174,213,1082822561,Communication
102,174,1082822627,Communication
102,174,1082822742,Communication
102,174,1082822936,Communication
175,220,1082823302,Communication
102,97,1082823817,Communication
2,31,1082824408,Communication
221,119,1082824466,Communication
40,221,1082824492,Communication
40,221,1082825016,Communication
40,222,1082825509,Communication
213,174,1082825685,Communication
40,96,1082825849,Communication
40,133,1082825996,Communication
50,214,1082826065,Communication
35,221,1082826127,Communication
35,220,1082826189,Communication
211,65,1082826379,Communication
95,223,1082826659,Communication
174,213,1082827071,Communication
213,174,1082827121,Communication
224,222,1082827452,Communication
35,220,1082827485,Communication
35,213,1082827525,Communication
175,222,1082827548,Communication
175,225,1082827561,Communication
220,160,1082827579,Communication
35,220,1082827594,Communication
43,225,1082827839,Communication
220,160,1082827979,Communication
35,220,1082828100,Communication
220,160,1082828354,Communication
55,213,1082828534,Communication
220,160,1082828540,Communication
220,160,1082828721,Communication
220,160,1082829021,Communication
160,220,1082829339,Communication
35,220,1082829480,Communication
35,213,1082829548,Communication
220,160,1082829858,Communication
203,220,1082830250,Communication
226,25,1082830381,Communication
210,227,1082831094,Communication
213,100,1082831767,Communication
228,229,1082832576,Communication
219,213,1082832711,Communication
95,230,1082832960,Communication
95,231,1082833021,Communication
102,220,1082833095,Communication
102,19,1082833416,Communication
102,85,1082833478,Communication
219,213,1082833600,Communication
219,213,1082833848,Communication
102,65,1082834001,Communication
211,65,1082834418,Communication
123,108,1082834591,Communication
102,184,1082834907,Communication
211,5,1082835132,Communication
102,184,1082835262,Communication
102,7,1082835474,Communication
62,201,1082835548,Communication
62,184,1082835586,Communication
102,92,1082835921,Communication
62,184,1082835933,Communication
8,232,1082837912,Communication
102,232,1082837981,Communication
8,96,1082838227,Communication
8,189,1082838336,Communication
165,233,1082839816,Communication
68,33,1082839924,Communication
68,33,1082839958,Communication
234,190,1082839992,Communication
68,184,1082840223,Communication
40,165,1082841461,Communication
40,31,1082841524,Communication
2,31,1082842283,Communication
2,131,1082842403,Communication
0,29,1082842765,Communication
40,31,1082843254,Communication
40,172,1082843266,Communication
102,165,1082844039,Communication
62,126,1082844717,Communication
62,198,1082845036,Communication
102,165,1082845344,Communication
62,91,1082845673,Communication
96,227,1082846205,Communication
96,227,1082846205,Communication
102,57,1082848135,Communication
190,135,1082848808,Communication
31,57,1082849260,Communication
130,29,1082850103,Communication
190,235,1082850128,Communication
31,236,1082850309,Communication
8,234,1082850411,Communication
100,33,1082850456,Communication
236,31,1082850477,Communication
96,190,1082850493,Communication
47,80,1082850562,Communication
47,80,1082850567,Communication
174,213,1082850870,Communication
175,232,1082851106,Communication
8,100,1082851120,Communication
47,51,1082851409,Communication
47,51,1082851413,Communication
47,174,1082851435,Communication
51,47,1082851484,Communication
47,51,1082851571,Communication
8,176,1082851790,Communication
96,190,1082851832,Communication
8,174,1082851844,Communication
51,47,1082851844,Communication
174,47,1082851933,Communication
95,47,1082852079,Communication
40,31,1082852111,Communication
8,174,1082852170,Communication
40,173,1082852250,Communication
8,174,1082852547,Communication
47,174,1082853087,Communication
11,174,1082853099,Communication
47,51,1082853179,Communication
174,47,1082853237,Communication
47,174,1082853261,Communication
11,174,1082853265,Communication
11,167,1082853302,Communication
11,174,1082853327,Communication
51,47,1082853360,Communication
174,47,1082853364,Communication
47,51,1082853413,Communication
11,80,1082853424,Communication
11,174,1082853451,Communication
47,174,1082853472,Communication
174,47,1082853595,Communication
11,174,1082853630,Communication
47,174,1082853652,Communication
11,174,1082853654,Communication
51,47,1082853683,Communication
47,51,1082853757,Communication
11,174,1082853772,Communication
174,47,1082853836,Communication
51,47,1082853853,Communication
11,174,1082853916,Communication
47,51,1082853936,Communication
11,174,1082853951,Communication
47,174,1082853968,Communication
11,174,1082854021,Communication
174,47,1082854050,Communication
51,47,1082854069,Communication
11,174,1082854144,Communication
11,174,1082854187,Communication
11,174,1082854210,Communication
219,213,1082854243,Communication
11,174,1082854275,Communication
87,219,1082854288,Communication
47,174,1082854340,Communication
47,51,1082854358,Communication
11,174,1082854435,Communication
174,47,1082854457,Communication
51,47,1082854458,Communication
8,174,1082854507,Communication
47,174,1082854552,Communication
11,174,1082854571,Communication
11,174,1082854649,Communication
174,47,1082854656,Communication
11,174,1082854727,Communication
8,174,1082854737,Communication
47,174,1082854811,Communication
11,174,1082854812,Communication
47,51,1082854832,Communication
8,174,1082854869,Communication
8,208,1082854907,Communication
174,47,1082854907,Communication
11,174,1082854919,Communication
47,174,1082855018,Communication
102,65,1082855043,Communication
102,51,1082855132,Communication
11,174,1082855149,Communication
102,65,1082855167,Communication
174,47,1082855179,Communication
51,47,1082855203,Communication
102,65,1082855271,Communication
11,174,1082855278,Communication
11,174,1082855299,Communication
47,51,1082855427,Communication
47,174,1082855473,Communication
174,47,1082855558,Communication
47,174,1082855615,Communication
47,174,1082855641,Communication
8,174,1082855643,Communication
8,208,1082855652,Communication
174,47,1082855740,Communication
174,47,1082855820,Communication
219,47,1082855939,Communication
8,174,1082855939,Communication
47,174,1082855992,Communication
